ITEM_NO,CLI_CODE,LE_CODE,SO_REF,SO_DATE,DLVRY_DATE,QTY,PRICE,TOT_VAL,MARGIN_PCT
ART00935,CLI029,LE003,SO3144774,02/03/2023,03/08/2023,302,73.41,22169.82,49.48
ART00593,CLI040,LE003,SO6870639,09/15/2022,09/26/2022,345,13.08,4512.6,31.19
ART00406,CLI076,LE001,SO9519347,02/23/2022,04/08/2022,150,111.37,16705.5,26.37
ART00841,CLI085,LE003,SO8439976,01/21/2022,,57,159.81,9109.17,39.97
ART00408,CLI028,LE002,SO7548396,04/05/2024,04/11/2024,488,33.63,16411.44,43.83
ART00873,CLI091,LE002,SO3794138,12/18/2021,01/31/2022,33,452.45,14930.85,38.05
ART00431,CLI047,LE001,SO6669542,08/29/2024,10/10/2024,118,28.49,3361.82,30.71
ART00013,CLI029,LE003,SO6059735,06/03/2024,06/29/2024,461,52.32,24119.52,15.41
ART00430,CLI022,LE003,SO2914226,06/28/2021,08/03/2021,397,146.1,58001.7,47.54
ART00839,CLI003,LE003,SO3936879,12/29/2021,12/30/2021,248,60.94,15113.12,37.28
ART00242,CLI097,LE001,SO4127644,11/25/2024,01/06/2025,325,3303.06,1073494.5,45.37
ART00152,CLI046,LE002,SO8738843,04/07/2022,05/09/2022,470,66.14,31085.8,36.15
ART00528,CLI091,LE002,SO1972320,11/26/2023,01/07/2024,220,36.4,8008,49.92
ART00219,CLI021,LE003,SO8121383,12/14/2021,01/03/2022,457,964.64,440840.48,19.25
ART00556,CLI032,LE003,SO7103855,07/11/2022,07/17/2022,268,21.76,5831.68,3.91
ART00778,CLI032,LE003,SO5879524,10/04/2023,10/20/2023,291,204.91,59628.81,42.28
ART00709,CLI066,LE001,SO5719633,05/04/2022,05/27/2022,208,39.26,8166.08,53.06
ART00268,CLI039,LE003,SO7235942,03/25/2021,04/05/2021,258,291.14,75114.12,28.98
ART00598,CLI054,LE002,SO2080846,11/25/2021,01/02/2022,70,19.06,1334.2,18.89
ART00788,CLI084,LE002,SO1864574,12/29/2021,01/09/2022,35,341.33,11946.55,36.38
ART00035,CLI083,LE002,SO8295460,03/21/2022,05/01/2022,126,388.82,48991.32,33.76
ART00748,CLI038,LE001,SO1893202,10/30/2021,11/24/2021,394,19.86,7824.84,7.1
ART00945,CLI064,LE003,SO6110782,10/01/2021,11/07/2021,60,462.05,27723,10.65
ART00862,CLI026,LE002,SO4595183,01/11/2023,02/25/2023,114,248.43,28321.02,49
ART00335,CLI042,LE003,SO2905305,06/26/2024,07/07/2024,250,31.28,7820,30.85
ART00025,CLI015,LE001,SO6009920,07/12/2023,08/05/2023,149,862.02,128440.98,37.64
ART00794,CLI020,LE003,SO1881930,12/31/2021,01/14/2022,455,37.66,17135.3,43.34
ART00362,CLI090,LE001,SO4168240,06/23/2024,08/01/2024,177,1992.03,352589.31,42.77
ART00477,CLI054,LE002,SO7211854,08/20/2024,08/31/2024,9,571.1,5139.9,53.09
ART00593,CLI040,LE003,SO2053156,08/13/2021,09/18/2021,353,14.57,5143.21,38.23
ART00836,CLI063,LE001,SO8366383,09/17/2021,09/19/2021,21,1779.65,37372.65,35.07
ART00609,CLI034,LE003,SO8343593,10/07/2023,11/05/2023,371,42.12,15626.52,47.17
ART00046,CLI047,LE001,SO3455717,04/18/2024,06/01/2024,66,40.92,2700.72,35.09
ART00387,CLI037,LE003,SO3022778,08/28/2021,09/07/2021,79,74.61,5894.19,46.01
ART00752,CLI045,LE003,SO8650222,12/05/2023,12/30/2023,363,499.33,181256.79,48.48
ART00508,CLI066,LE001,SO8905503,06/26/2024,07/31/2024,57,128.5,7324.5,22.05
ART00707,CLI024,LE003,SO5797854,04/27/2023,05/30/2023,106,490.17,51958.02,41.34
ART00728,CLI017,LE002,SO7193214,04/18/2024,05/25/2024,457,321.6,146971.2,44.67
ART00106,CLI007,LE001,SO3382578,09/01/2022,09/28/2022,261,510.68,133287.48,35.22
ART00111,CLI044,LE001,SO5521927,02/02/2023,,302,161.5,48773,17.47
ART00236,CLI010,LE002,SO4200140,11/21/2024,,417,298.26,124374.42,56.17
ART00597,CLI039,LE003,SO2855353,12/04/2021,01/15/2022,348,209.6,72940.8,27
ART00377,CLI066,LE001,SO4140800,10/06/2021,10/31/2021,425,7459.07,3170104.75,45.99
ART00556,CLI065,LE003,SO5032269,07/26/2024,08/31/2024,422,25.75,10866.5,18.8
ART00774,CLI020,LE003,SO2483662,12/05/2021,01/04/2022,432,39.75,17172,24.68
ART00939,CLI046,LE002,SO7148522,04/17/2021,05/31/2021,320,52.12,16678.4,20.11
ART00224,CLI042,LE003,SO7042805,12/11/2024,01/14/2025,387,24.71,9562.77,42.94
ART00235,CLI032,LE003,SO7567336,05/05/2023,05/09/2023,256,56.51,14466.56,52.11
ART00004,CLI089,LE003,SO3611758,12/23/2024,01/18/2025,296,929.52,275137.92,35.85
ART00512,CLI073,LE003,SO4796618,07/22/2024,08/29/2024,317,2078.64,658928.88,19.4
ART00851,CLI030,LE003,SO9564003,06/06/2024,07/13/2024,252,52.84,13315.68,47.18
ART00024,CLI095,LE001,SO4823408,06/23/2021,08/03/2021,68,345.77,23512.36,32.46
ART00515,CLI011,LE003,SO9938593,11/19/2023,11/24/2023,452,39.89,18030.28,7.82
ART00465,CLI025,LE003,SO7450313,01/24/2023,03/10/2023,475,1365.22,648479.5,39.24
ART00867,CLI082,LE003,SO5066765,02/25/2024,03/17/2024,116,2203.94,255657.04,41.01
ART00684,CLI029,LE003,SO5962072,11/09/2023,,447,332.41,148587.27,43.61
ART00891,CLI085,LE003,SO5080087,12/04/2021,01/14/2022,150,958.01,143701.5,49.17
ART00012,CLI009,LE003,SO5930994,07/05/2022,08/12/2022,206,232.09,47810.54,30.48
ART00670,CLI099,LE002,SO7537445,06/17/2021,06/20/2021,493,1770.83,873019.19,29.65
ART00155,CLI065,LE003,SO1876888,10/21/2024,12/02/2024,61,39.77,2425.97,5.28
ART00546,CLI031,LE001,SO6398399,04/22/2022,05/02/2022,13,52.46,681.98,21.85
ART00666,CLI019,LE002,SO4279813,08/25/2021,08/26/2021,342,1351.4,462178.8,23.48
ART00990,CLI059,LE003,SO5281868,04/18/2024,,445,409.95,182427.75,53
ART00033,CLI092,LE003,SO3953022,04/08/2024,04/11/2024,164,278.63,45695.32,46.39
ART00815,CLI063,LE001,SO9400361,08/09/2022,08/21/2022,406,287.1,116562.6,50.22
ART00751,CLI073,LE003,SO3062292,06/14/2023,,228,484.43,110450.04,21.15
ART00252,CLI053,LE003,SO3970042,01/29/2022,,194,208.3,40410.2,25.59
ART00180,CLI028,LE002,SO4723683,12/08/2023,01/06/2024,60,11.84,710.4,20.44
ART00778,CLI025,LE003,SO3372522,07/15/2024,08/19/2024,134,214.16,28697.44,44.77
ART00458,CLI077,LE003,SO2252894,10/23/2024,10/24/2024,152,124.66,18948.32,37.37
ART00046,CLI064,LE003,SO3877544,11/05/2021,11/19/2021,64,34.24,2191.36,22.43
ART00820,CLI013,LE001,SO2373187,03/02/2021,03/19/2021,150,44.5,6675,30.88
ART00683,CLI048,LE001,SO8154352,10/15/2021,11/04/2021,159,4436.47,705398.73,33.08
ART00479,CLI080,LE001,SO1586880,12/26/2023,01/26/2024,177,4.26,754.02,28.17
ART00665,CLI022,LE003,SO8745965,12/17/2021,01/21/2022,371,433.14,160694.94,28.86
ART00125,CLI007,LE001,SO5626869,09/09/2021,,113,481.21,54376.73,30.4
ART00087,CLI097,LE001,SO7391124,06/29/2024,07/08/2024,51,150.9,7695.9,26.71
ART00854,CLI002,LE003,SO4189722,09/28/2024,10/08/2024,117,754.19,88240.23,21.8
ART01000,CLI055,LE001,SO6919099,10/06/2024,11/05/2024,226,9.01,2036.26,32.41
ART00581,CLI026,LE002,SO2178885,12/17/2024,,288,139.2,40089.6,19.96
ART00786,CLI086,LE001,SO7352991,05/11/2024,06/01/2024,41,2494.17,102260.97,50.93
ART00878,CLI036,LE002,SO8130469,02/26/2022,03/24/2022,437,16.26,7105.62,34.93
ART00808,CLI073,LE003,SO9564659,01/28/2023,03/08/2023,75,627.99,47099.25,34.02
ART00854,CLI026,LE002,SO8848628,10/29/2024,11/17/2024,330,771.76,254680.8,23.58
ART00131,CLI033,LE001,SO3124122,06/30/2024,08/09/2024,162,28.43,4605.66,52.83
ART00841,CLI079,LE001,SO5912687,10/13/2024,11/16/2024,454,132.8,60291.2,27.76
ART00440,CLI023,LE002,SO4899539,07/14/2024,08/24/2024,245,1655.08,405494.6,38.29
ART00797,CLI020,LE003,SO2321520,11/20/2021,12/17/2021,9,16.69,150.21,43.92
ART00007,CLI072,LE001,SO1428901,11/01/2023,12/04/2023,277,221.97,61485.69,34
ART00221,CLI046,LE002,SO3049033,11/16/2022,11/18/2022,444,407.52,180938.88,33.73
ART00527,CLI035,LE003,SO6204673,01/20/2024,02/11/2024,318,337.11,107200.98,54.46
ART00633,CLI021,LE003,SO7908599,11/17/2022,11/27/2022,175,28.51,4989.25,33.39
ART00776,CLI059,LE003,SO8515029,10/09/2024,11/15/2024,306,635.51,194466.06,35.04
ART00450,CLI009,LE003,SO1291278,06/02/2024,06/29/2024,109,3.67,400.03,35.69
ART00053,CLI033,LE001,SO4332216,01/21/2024,01/31/2024,420,777.35,326487,36.82
ART00827,CLI045,LE003,SO7759848,07/02/2023,07/18/2023,316,4.33,1368.28,27.94
ART00269,CLI040,LE003,SO5364388,11/25/2022,12/07/2022,90,7115.68,640411.2,45.8
ART00226,CLI073,LE003,SO2910667,05/13/2023,06/26/2023,105,643.86,67605.3,38.55
ART00130,CLI085,LE003,SO9629344,12/29/2021,01/30/2022,230,347.62,79952.6,50.44
ART00686,CLI048,LE001,SO7609697,10/21/2022,11/27/2022,231,3920.91,905730.21,53.63
ART00247,CLI039,LE003,SO3054682,12/05/2022,01/19/2023,63,68.54,4318.02,31.57
ART00325,CLI002,LE003,SO3111503,10/02/2024,10/29/2024,193,95.42,18416.06,7.49
ART00467,CLI001,LE002,SO9710678,01/15/2023,01/27/2023,441,60.96,26883.36,37.76
ART00687,CLI100,LE001,SO3541259,12/22/2024,12/27/2024,37,14.96,553.52,52.81
ART00225,CLI018,LE003,SO1755501,06/14/2024,07/09/2024,361,6408.66,2313526.26,35.62
ART00282,CLI018,LE003,SO5607623,11/17/2024,12/21/2024,317,7390.71,2342855.07,46
ART00756,CLI049,LE003,SO5007323,12/26/2021,01/19/2022,222,585.71,130027.62,38.7
ART00140,CLI053,LE003,SO8921532,08/09/2021,09/20/2021,61,34.14,2082.54,13.65
ART00665,CLI066,LE001,SO5297806,09/21/2024,09/27/2024,219,423.62,92772.78,27.26
ART00072,CLI056,LE001,SO6812396,03/03/2024,03/25/2024,360,7764.85,2795346,41.19
ART00481,CLI078,LE003,SO9673120,01/02/2022,01/14/2022,458,340.01,155724.58,35.17
ART00145,CLI076,LE001,SO5354064,10/21/2023,12/02/2023,483,67.9,32795.7,43.17
ART00897,CLI046,LE002,SO5200017,06/08/2021,07/03/2021,110,37.49,4123.9,29.21
ART00649,CLI081,LE001,SO2105058,12/10/2023,01/04/2024,492,214.36,105465.12,20.32
ART00859,CLI071,LE002,SO8763167,02/25/2022,03/15/2022,135,357.85,48309.75,21.07
ART00024,CLI057,LE002,SO8399727,03/24/2021,,78,311.4,24289.2,25
ART00161,CLI037,LE003,SO7932876,07/14/2021,08/23/2021,85,211.63,17988.55,36.86
ART00633,CLI041,LE001,SO7185208,05/20/2023,05/24/2023,462,26.58,12279.96,28.56
ART00478,CLI040,LE003,SO6120100,05/04/2021,06/09/2021,411,1107.44,455157.84,49.47
ART00417,CLI065,LE003,SO1190472,11/09/2022,12/06/2022,86,88.72,7629.92,35.37
ART00215,CLI053,LE003,SO3620928,05/19/2022,06/22/2022,220,33.18,7299.6,34.42
ART00881,CLI064,LE003,SO2554513,02/02/2022,02/17/2022,311,53.18,16538.98,37.85
ART00484,CLI011,LE003,SO9719492,12/07/2024,12/21/2024,39,256.77,10014.03,17.6
ART00180,CLI022,LE003,SO1497861,09/10/2022,09/15/2022,400,13,5200,27.54
ART00179,CLI039,LE003,SO4910210,05/31/2022,,489,191.57,93677.73,24.24
ART00644,CLI075,LE001,SO5967123,05/07/2022,05/09/2022,139,12.3,1709.7,39.11
ART00608,CLI087,LE002,SO2546002,07/21/2024,08/25/2024,488,218.14,106452.32,37.72
ART00812,CLI019,LE002,SO9046096,08/01/2024,,431,2.72,1172.32,22.43
ART00486,CLI042,LE003,SO4597844,06/09/2024,07/15/2024,27,743.25,20067.75,17.43
ART00404,CLI063,LE001,SO8584936,03/07/2024,04/04/2024,236,663.69,156630.84,52.59
ART00808,CLI023,LE002,SO9465543,02/24/2023,03/14/2023,346,626.12,216637.52,33.83
ART00858,CLI095,LE001,SO7842624,11/01/2023,11/26/2023,240,602.61,144626.4,45.14
ART00532,CLI060,LE001,SO9068181,12/03/2021,12/20/2021,459,283,129897,36.17
ART00318,CLI004,LE001,SO8437874,08/31/2024,09/04/2024,406,3897.53,1582397.18,53.28
ART00375,CLI043,LE002,SO7095922,10/05/2024,10/19/2024,181,9406.34,1702547.54,29.17
ART00329,CLI016,LE003,SO5699404,12/22/2024,01/08/2025,396,492.93,195200.28,14.72
ART00745,CLI097,LE001,SO5809134,02/12/2024,02/28/2024,176,73.73,12976.48,40.8
ART00627,CLI034,LE003,SO9416574,07/18/2024,08/29/2024,214,36.95,7907.3,21.92
ART00545,CLI035,LE003,SO9376831,06/11/2024,06/19/2024,407,87.46,35596.22,49.7
ART01000,CLI004,LE001,SO4697633,10/17/2021,,187,10.13,1894.31,39.88
ART00233,CLI024,LE003,SO6864233,12/12/2024,12/27/2024,35,588.43,20595.05,38.76
ART00451,CLI092,LE003,SO6766269,03/13/2023,04/05/2023,296,144.72,42837.12,24.12
ART00980,CLI075,LE001,SO5037324,04/04/2021,04/19/2021,140,3.98,557.2,27.14
ART00968,CLI014,LE003,SO1341186,07/21/2023,08/20/2023,312,3866.34,1206298.08,49.21
ART00544,CLI065,LE003,SO8255033,01/07/2024,,388,1273.06,493947.28,23.1
ART00248,CLI050,LE003,SO9161355,12/02/2022,01/10/2023,149,19.4,2890.6,49.38
ART00082,CLI025,LE003,SO7148883,11/29/2023,12/02/2023,371,249.14,92430.94,27.83
ART00032,CLI022,LE003,SO3100439,08/29/2022,10/07/2022,218,120.21,26205.78,48.67
ART00687,CLI062,LE001,SO1747153,12/26/2021,,260,12.08,3140.8,41.56
ART00194,CLI012,LE001,SO3430297,06/07/2021,06/16/2021,100,28.13,2813,14.61
ART00639,CLI010,LE002,SO4578385,06/22/2023,07/14/2023,273,1148.45,313526.85,46.4
ART00033,CLI061,LE003,SO5976403,07/08/2022,07/13/2022,10,310.01,3100.1,51.82
ART00320,CLI026,LE002,SO7007477,05/30/2024,07/08/2024,237,35.29,8363.73,32.79
ART00178,CLI051,LE002,SO8638654,07/02/2024,08/08/2024,316,86.78,27422.48,27.88
ART00613,CLI020,LE003,SO8138248,06/16/2021,07/23/2021,9,683.23,6149.07,43.79
ART00814,CLI054,LE002,SO9443945,11/27/2023,,260,3.35,871,22.39
ART00972,CLI058,LE003,SO3058722,11/08/2023,11/29/2023,133,2499.88,332484.04,32.65
ART00649,CLI029,LE003,SO4494962,01/17/2023,02/02/2023,230,223.81,51476.3,23.69
ART00922,CLI086,LE001,SO4527309,10/19/2024,11/08/2024,58,27.98,1622.84,56.11
ART00451,CLI037,LE003,SO5999809,10/26/2022,11/20/2022,412,123.35,50820.2,10.97
ART00025,CLI004,LE001,SO7132216,06/05/2024,06/08/2024,493,706.94,348521.42,23.96
ART00908,CLI064,LE003,SO7040857,04/19/2022,05/14/2022,157,262.05,41141.85,36.26
ART00706,CLI013,LE001,SO5482039,09/27/2023,09/28/2023,149,67.35,10035.15,18.47
ART00860,CLI001,LE002,SO6579470,08/20/2024,10/01/2024,367,21.72,7971.24,27.03
ART00718,CLI089,LE003,SO1948199,03/28/2024,04/06/2024,107,1169.46,125132.22,34.62
ART00123,CLI018,LE003,SO8584376,10/01/2024,10/30/2024,94,17.93,1685.42,33.85
ART00324,CLI058,LE003,SO4841676,07/09/2023,07/26/2023,54,40.02,2161.08,45.15
ART00107,CLI072,LE001,SO2981108,11/03/2024,12/10/2024,16,191.28,3060.48,37.11
ART00619,CLI081,LE001,SO1184249,01/13/2023,02/24/2023,469,8.84,4145.96,22.51
ART00736,CLI066,LE001,SO3873013,01/30/2023,,314,7134.75,2240311.5,6.87
ART00520,CLI006,LE002,SO6816149,04/11/2021,05/13/2021,370,40.14,14851.8,29.55
ART00298,CLI098,LE002,SO5604016,06/14/2023,07/07/2023,476,29.04,13823.04,39.63
ART00782,CLI037,LE003,SO7166924,11/09/2022,12/02/2022,286,8652.24,2474540.64,34.64
ART00956,CLI079,LE001,SO8962150,11/21/2022,12/13/2022,486,8687.12,4221940.32,27.32
ART00498,CLI092,LE003,SO4161261,12/11/2023,01/14/2024,170,167.27,28435.9,50.25
ART00684,CLI077,LE003,SO3391105,07/07/2024,07/21/2024,248,434.42,107736.16,56.86
ART00259,CLI056,LE001,SO9039574,05/07/2021,06/12/2021,275,104.18,28649.5,52.61
ART00960,CLI026,LE002,SO7524466,10/10/2024,,106,16.04,1700.24,36.85
ART00413,CLI012,LE001,SO8339217,11/06/2023,12/20/2023,169,49.2,8314.8,47.48
ART00142,CLI017,LE002,SO2516377,12/17/2023,01/18/2024,17,1476.92,25107.64,51.56
ART00585,CLI005,LE001,SO5223769,07/09/2023,08/14/2023,265,6619.93,1754281.45,25.21
ART00916,CLI060,LE001,SO4223388,10/01/2022,10/12/2022,227,58.32,13238.64,33.95
ART00447,CLI007,LE001,SO5196066,10/14/2021,11/21/2021,413,176.27,72799.51,2.69
ART00143,CLI008,LE001,SO7334818,11/05/2021,12/09/2021,467,101.99,47629.33,16.64
ART00991,CLI035,LE003,SO3277174,01/13/2024,,11,425.5,4680.5,49.92
ART00746,CLI030,LE003,SO9402557,11/17/2024,,423,35.65,15079.95,50.74
ART00711,CLI087,LE002,SO1196837,02/02/2023,,431,11841.83,5103828.73,37.58
ART00337,CLI078,LE003,SO6649282,08/20/2021,09/15/2021,315,5414.49,1705564.35,31.57
ART00684,CLI034,LE003,SO8954003,11/04/2023,12/12/2023,474,390.18,184945.32,51.96
ART00827,CLI018,LE003,SO8341013,11/01/2024,11/12/2024,378,4.15,1568.7,24.82
ART00438,CLI027,LE003,SO4495932,12/06/2021,,451,143.59,64759.09,33.8
ART00403,CLI019,LE002,SO2170616,09/24/2023,09/26/2023,345,378.1,130444.5,46.33
ART00143,CLI046,LE002,SO8958159,09/10/2021,10/25/2021,391,105.4,41211.4,19.34
ART00759,CLI076,LE001,SO2935638,04/22/2024,05/14/2024,492,7539.49,3709429.08,32.71
ART00876,CLI014,LE003,SO4321632,09/18/2023,,59,422.92,24952.28,32.99
ART00070,CLI090,LE001,SO1970980,12/13/2021,12/21/2021,80,417.74,33419.2,3.31
ART00102,CLI031,LE001,SO1846226,05/16/2022,06/08/2022,191,2740.53,523441.23,33.02
ART00649,CLI040,LE003,SO2600039,09/03/2022,09/11/2022,353,206.54,72908.62,17.3
ART00535,CLI012,LE001,SO4664397,03/11/2023,03/30/2023,4,647.8,2591.2,10.96
ART00066,CLI038,LE001,SO8282406,02/07/2022,02/26/2022,461,84.92,39148.12,42.4
ART00449,CLI018,LE003,SO5589233,09/18/2024,09/19/2024,431,786.17,338839.27,30.18
ART00956,CLI019,LE002,SO3791304,10/06/2023,11/20/2023,386,7928.19,3060281.34,20.36
ART00418,CLI023,LE002,SO5344198,12/22/2024,01/11/2025,181,722.73,130814.13,27.22
ART00797,CLI072,LE001,SO2254479,07/27/2023,08/06/2023,306,15.46,4730.76,39.46
ART00819,CLI077,LE003,SO2039208,04/21/2024,04/24/2024,80,421.87,33749.6,36.9
ART00732,CLI099,LE002,SO9329961,10/10/2022,10/21/2022,199,831.36,165440.64,40
ART00985,CLI043,LE002,SO3915194,10/16/2021,11/07/2021,352,418.73,147392.96,1.99
ART00524,CLI046,LE002,SO9742475,12/28/2021,01/19/2022,56,51.55,2886.8,42.81
ART00127,CLI082,LE003,SO9383462,06/16/2021,07/03/2021,256,225.27,57669.12,6.58
ART00775,CLI026,LE002,SO1282363,05/31/2024,07/01/2024,38,33.38,1268.44,13.93
ART00693,CLI066,LE001,SO5929990,12/09/2021,,204,757.69,154568.76,54.59
ART00834,CLI030,LE003,SO5508404,10/06/2024,11/09/2024,28,361.03,10108.84,34.95
ART00746,CLI007,LE001,SO1865414,03/24/2021,04/29/2021,294,32.32,9502.08,45.67
ART00332,CLI016,LE003,SO5366686,10/29/2022,,422,235.29,99292.38,43.53
ART00633,CLI070,LE001,SO3861897,05/02/2024,05/27/2024,81,26.46,2143.26,28.23
ART00251,CLI017,LE002,SO9154432,11/15/2023,11/23/2023,288,910.05,262094.4,41.32
ART00336,CLI089,LE003,SO5943116,11/18/2024,12/10/2024,143,7674.6,1097467.8,37.73
ART00422,CLI098,LE002,SO1497820,04/04/2023,,220,208.7,45914,16.75
ART00994,CLI075,LE001,SO5677714,12/20/2021,12/24/2021,171,112.68,19268.28,45.33
ART00079,CLI052,LE001,SO7395012,12/18/2023,01/09/2024,42,61.74,2593.08,51.7
ART00935,CLI099,LE002,SO9787018,12/26/2021,01/04/2022,424,77.33,32787.92,52.04
ART00512,CLI082,LE003,SO1847617,04/18/2024,04/21/2024,357,2253.97,804667.29,25.67
ART00856,CLI066,LE001,SO7958577,03/17/2022,04/13/2022,225,129.43,29121.75,2.94
ART00691,CLI080,LE001,SO1482095,05/07/2022,06/08/2022,97,76.47,7417.59,38.98
ART00227,CLI044,LE001,SO6210247,02/29/2024,,433,84.41,36549.53,30.83
ART00200,CLI002,LE003,SO1660482,10/29/2024,11/12/2024,278,6648.22,1848205.16,8.2
ART00055,CLI068,LE001,SO7056432,04/15/2021,04/26/2021,470,406.73,191163.1,38.18
ART00249,CLI068,LE001,SO7613500,06/12/2021,07/17/2021,304,832.12,252964.48,35.49
ART00702,CLI087,LE002,SO9846425,01/05/2023,01/11/2023,283,39.31,11124.73,41.49
ART00628,CLI004,LE001,SO5630109,09/05/2022,09/09/2022,342,19.59,6699.78,29.61
ART00607,CLI019,LE002,SO7934750,01/05/2024,02/19/2024,384,280.99,107900.16,45.33
ART00441,CLI004,LE001,SO6307512,10/19/2024,10/27/2024,378,4197.07,1586492.46,45.98
ART00938,CLI090,LE001,SO8915988,09/13/2024,10/28/2024,26,284.13,7387.38,47.05
ART00205,CLI036,LE002,SO3063565,07/25/2021,,148,11.86,1755.28,32.8
ART00953,CLI088,LE001,SO7484161,10/30/2024,11/29/2024,359,8059.75,2893450.25,34.99
ART00119,CLI087,LE002,SO6339788,09/06/2024,10/20/2024,8,481.39,3851.12,29.67
ART00326,CLI023,LE002,SO8694589,11/03/2022,11/11/2022,488,15268.81,7451179.28,51.5
ART00412,CLI025,LE003,SO1035890,11/06/2023,11/21/2023,290,87.17,25279.3,42.34
ART00177,CLI003,LE003,SO2839289,04/14/2023,05/15/2023,160,313.14,50102.4,46.72
ART00934,CLI076,LE001,SO9935330,04/24/2023,05/03/2023,221,140.7,31094.7,40.92
ART00064,CLI073,LE003,SO1937884,05/04/2023,05/05/2023,12,12912.58,154950.96,40.68
ART00657,CLI040,LE003,SO3934549,06/14/2021,06/22/2021,233,58.74,13686.42,48.08
ART00720,CLI098,LE002,SO7899275,03/13/2024,03/14/2024,272,227.8,61961.6,49.64
ART00352,CLI003,LE003,SO1255645,12/04/2024,12/17/2024,56,737.09,41277.04,30.83
ART00383,CLI013,LE001,SO1463721,10/01/2021,11/13/2021,228,198.87,45342.36,36.8
ART00074,CLI020,LE003,SO6688092,05/28/2022,07/10/2022,281,57.62,16191.22,44.24
ART00506,CLI022,LE003,SO6897028,10/21/2022,,246,23.19,5704.74,38.59
ART00869,CLI021,LE003,SO4877556,09/06/2021,10/09/2021,349,281.12,98110.88,41.69
ART00168,CLI054,LE002,SO7563092,08/22/2021,09/06/2021,473,246.88,116774.24,50.99
ART00344,CLI096,LE003,SO7891321,08/12/2021,09/01/2021,129,123.62,15946.98,38.29
ART00962,CLI001,LE002,SO6801912,06/27/2023,07/26/2023,88,367.49,32339.12,46.91
ART00595,CLI086,LE001,SO9015864,12/18/2024,01/08/2025,108,602.78,65100.24,38.61
ART00855,CLI010,LE002,SO3452190,01/27/2023,02/26/2023,208,8259.93,1718065.44,44.25
ART00327,CLI098,LE002,SO7389127,10/08/2023,11/16/2023,217,173.21,37586.57,54.13
ART00296,CLI066,LE001,SO8833298,07/04/2022,07/29/2022,49,260.73,12775.77,41.79
ART00467,CLI009,LE003,SO9596379,05/28/2022,05/29/2022,500,64.43,32215,41.11
ART00356,CLI068,LE001,SO8115619,01/23/2022,02/02/2022,220,19.74,4342.8,49.65
ART00375,CLI029,LE003,SO8001485,06/08/2023,07/03/2023,159,8023.8,1275784.2,16.97
ART00341,CLI058,LE003,SO4631644,07/15/2024,08/14/2024,122,4.73,577.06,39.96
ART00591,CLI088,LE001,SO3124347,02/10/2024,03/13/2024,349,1171.23,408759.27,45.36
ART00310,CLI032,LE003,SO7101790,07/03/2023,07/09/2023,493,317.35,156453.55,48.16
ART00886,CLI039,LE003,SO3411748,01/28/2021,02/09/2021,437,121.52,53104.24,34.49
ART00727,CLI040,LE003,SO6951043,02/05/2022,02/08/2022,51,42.13,2148.63,38.33
ART00578,CLI029,LE003,SO7159165,06/09/2023,07/11/2023,244,762.3,186001.2,5.19
ART00063,CLI085,LE003,SO8066836,04/12/2022,05/21/2022,423,283.91,120093.93,44.09
ART00046,CLI009,LE003,SO7491610,02/09/2024,02/19/2024,438,37.87,16587.06,29.87
ART00451,CLI055,LE001,SO8022721,10/14/2024,,462,165.23,76336.26,33.54
ART00534,CLI100,LE001,SO8235352,03/10/2021,03/17/2021,429,53.26,22848.54,55.44
ART00308,CLI055,LE001,SO4546827,01/03/2021,01/11/2021,444,208.57,92605.08,33.73
ART00976,CLI016,LE003,SO5200416,07/07/2024,08/21/2024,147,70.23,10323.81,55.15
ART00530,CLI056,LE001,SO1308133,05/19/2024,05/22/2024,226,2671.51,603761.26,33.28
ART00190,CLI064,LE003,SO7766199,09/09/2022,10/04/2022,62,1253.13,77694.06,46.24
ART00319,CLI006,LE002,SO7194510,07/05/2021,07/28/2021,161,296.52,47739.72,50.45
ART00610,CLI070,LE001,SO7463745,02/17/2024,02/27/2024,130,145.89,18965.7,46.6
ART00697,CLI006,LE002,SO9192190,04/11/2022,05/19/2022,11,10009.11,110100.21,31.65
ART00981,CLI013,LE001,SO1985432,01/22/2021,02/15/2021,170,54.62,9285.4,8.9
ART00889,CLI028,LE002,SO1533795,12/17/2024,01/09/2025,249,2305.68,574114.32,35.54
ART00646,CLI026,LE002,SO1407789,02/10/2024,03/14/2024,193,365.45,70531.85,22.27
ART00373,CLI085,LE003,SO3669461,05/24/2022,06/01/2022,471,364.73,171787.83,52.08
ART00783,CLI073,LE003,SO6704250,02/22/2024,03/15/2024,274,125.41,34362.34,27.21
ART00001,CLI044,LE001,SO4491268,11/11/2024,12/17/2024,222,383.81,85205.82,48.02
ART00042,CLI057,LE002,SO9135594,04/24/2021,05/15/2021,23,586.65,13492.95,35.82
ART00169,CLI081,LE001,SO7537807,12/03/2022,12/10/2022,286,507.54,145156.44,41.13
ART00158,CLI051,LE002,SO8171675,08/02/2023,08/25/2023,325,14.92,4849,28.95
ART00921,CLI075,LE001,SO8061028,10/05/2021,11/14/2021,207,283.27,58636.89,26.42
ART00231,CLI090,LE001,SO7210358,02/03/2023,03/01/2023,422,1148.8,484793.6,47.17
ART00716,CLI081,LE001,SO8126976,01/06/2024,01/28/2024,383,60.97,23351.51,46.97
