item_code,warehouse_id,supplier_id,legal_entity,po_number,order_date,receipt_date,quantity,unit_price,total_value,lead_time_days
ART00840,MAG020,SUP043,LE003,PO7520525,23/12/2022,08/02/2023,1214,18.11,21985.54,47
ART00519,MAG011,SUP032,LE002,PO6841537,01/06/2021,28/07/2021,1860,237.61,441954.6,57
ART00763,MAG011,SUP032,LE002,PO4463316,23/09/2022,02/11/2022,1504,5.64,8482.56,40
ART00650,MAG015,SUP078,LE002,PO9179265,25/02/2024,29/02/2024,130,119.23,15499.9,4
ART00890,MAG016,SUP056,LE003,PO4646999,29/03/2024,22/04/2024,1721,141.1,242833.1,24
ART00701,MAG003,SUP055,LE001,PO8865730,15/10/2021,05/11/2021,1725,101.27,174690.75,21
ART00696,MAG010,SUP027,LE002,PO1584949,11/08/2024,,1451,15.42,22374.42,
ART00672,MAG019,SUP001,LE003,PO2749979,26/08/2021,17/09/2021,1990,69.2,137708,22
ART00663,MAG016,SUP010,LE003,PO4739426,30/12/2024,11/01/2025,1742,610.57,1063612.94,12
ART00495,MAG009,SUP058,LE002,PO1931733,29/10/2024,26/12/2024,1722,57.83,99583.26,58
ART00347,MAG004,SUP054,LE001,PO7615632,14/05/2024,20/06/2024,651,84.12,54762.12,37
ART00126,MAG011,SUP008,LE002,PO1494602,17/11/2021,12/01/2022,1197,71.71,85836.87,56
ART00370,MAG018,SUP049,LE003,PO4591119,22/12/2022,05/01/2023,1276,159.6,203649.6,14
ART00433,MAG008,SUP068,LE001,PO1294970,12/12/2022,11/01/2023,1587,237.05,376198.35,30
ART00312,MAG009,SUP012,LE002,PO3183671,16/02/2024,23/02/2024,226,372.05,84083.3,7
ART00699,MAG002,SUP012,LE001,PO3134655,05/05/2023,29/06/2023,934,429.21,400882.14,55
ART00736,MAG018,SUP069,LE003,PO7710787,29/10/2023,16/12/2023,864,5722.33,4944093.12,48
ART00253,MAG012,SUP055,LE002,PO1895500,15/08/2022,09/09/2022,303,469.17,142158.51,25
ART00266,MAG003,SUP039,LE001,PO6543896,29/10/2022,08/11/2022,318,543.76,172915.68,10
ART00772,MAG015,SUP040,LE002,PO8463986,10/04/2024,29/04/2024,322,456.47,146983.34,19
ART00359,MAG007,SUP069,LE001,PO6410419,09/09/2024,06/11/2024,1574,210.97,332066.78,58
ART00433,MAG010,SUP021,LE002,PO9524027,13/01/2024,17/01/2024,734,176.09,129250.06,4
ART00760,MAG020,SUP036,LE003,PO6446806,23/05/2024,06/07/2024,644,403,259532,44
ART00784,MAG003,SUP079,LE001,PO5546036,27/11/2023,30/11/2023,114,10.01,1141.14,3
ART00958,MAG008,SUP005,LE001,PO4955681,08/01/2021,,1127,415.72,468516.44,
ART00625,MAG016,SUP040,LE003,PO9550419,16/12/2021,06/01/2022,1415,1321.44,1869837.6,21
ART00551,MAG003,SUP051,LE001,PO8070206,10/03/2021,30/03/2021,1166,534.64,623390.24,19
ART00864,MAG019,SUP018,LE003,PO8473602,13/12/2024,20/12/2024,1527,22.87,34922.49,7
ART00108,MAG015,SUP028,LE002,PO2778802,23/08/2024,01/09/2024,119,2196.64,261400.16,9
ART00466,MAG004,SUP072,LE001,PO8214722,14/11/2023,,1435,333.73,478902.55,
ART00831,MAG002,SUP012,LE001,PO3013347,19/09/2024,11/10/2024,896,151.06,135349.76,22
ART00200,MAG019,SUP028,LE003,PO6691107,21/05/2021,07/07/2021,215,6704.22,1441407.3,47
ART00123,MAG017,SUP067,LE003,PO9753969,05/02/2021,14/03/2021,388,11.6,4500.8,37
ART00862,MAG010,SUP052,LE002,PO2480675,12/05/2021,02/06/2021,455,139.51,63477.05,21
ART00160,MAG004,SUP001,LE001,PO7353573,23/07/2023,17/09/2023,817,68.89,56283.13,56
ART00483,MAG013,SUP076,LE002,PO4879362,09/06/2023,06/08/2023,1317,104.66,137837.22,58
ART00718,MAG015,SUP042,LE002,PO3535213,05/03/2022,29/04/2022,1511,788.58,1191544.38,55
ART00062,MAG007,SUP001,LE001,PO4451726,01/10/2022,11/11/2022,1847,77.64,143401.08,41
ART00374,MAG018,SUP038,LE003,PO5765451,25/07/2024,,936,49.18,46032.48,
ART00509,MAG009,SUP025,LE002,PO9402831,11/11/2023,,1705,253.64,432456.2,
ART00078,MAG008,SUP052,LE001,PO8956803,09/10/2021,01/12/2021,1415,4253.47,6018660.05,53
ART00061,MAG005,SUP077,LE001,PO3349550,21/12/2022,02/01/2023,989,18.43,18227.27,12
ART00716,MAG006,SUP006,LE001,PO8702423,24/04/2021,29/04/2021,1463,36.03,52711.89,5
ART00266,MAG010,SUP006,LE002,PO6319402,10/06/2021,24/06/2021,1286,522.35,671742.1,14
ART00278,MAG016,SUP079,LE003,PO2496134,11/12/2022,20/01/2023,1105,27.38,30254.9,40
ART00996,MAG011,SUP019,LE002,PO9055061,18/09/2022,22/09/2022,626,129.1,80816.6,4
ART00072,MAG010,SUP043,LE002,PO6640938,14/10/2021,,112,4209.2,471430.4,
ART00844,MAG017,SUP010,LE003,PO2952646,24/09/2021,06/10/2021,1468,674.17,989681.56,12
ART00377,MAG007,SUP069,LE001,PO1799121,23/03/2024,31/03/2024,1537,4370.44,6717366.28,8
ART00011,MAG014,SUP050,LE002,PO6211931,16/10/2024,27/11/2024,1411,171.24,241619.64,42
ART00720,MAG007,SUP038,LE001,PO1387097,03/05/2023,10/05/2023,1511,130.83,197684.13,7
ART00640,MAG012,SUP063,LE002,PO7026588,02/02/2023,02/03/2023,749,26.5,19848.5,28
ART00938,MAG002,SUP003,LE001,PO7268087,17/03/2021,22/03/2021,607,171.1,103857.7,5
ART00802,MAG005,SUP048,LE001,PO7892602,17/10/2023,16/12/2023,1547,20.76,32115.72,60
ART00181,MAG015,SUP073,LE002,PO6445792,15/11/2022,05/01/2023,784,25.42,19929.28,51
ART00137,MAG001,SUP032,LE001,PO6362968,04/12/2023,08/12/2023,1410,278.18,392233.8,4
ART00839,MAG004,SUP027,LE001,PO2712153,06/05/2023,25/06/2023,255,32.14,8195.7,50
ART00478,MAG003,SUP023,LE001,PO1826805,09/12/2024,16/01/2025,1550,466.65,723307.5,38
ART00645,MAG016,SUP049,LE003,PO7452348,21/04/2022,06/05/2022,1192,193.29,230401.68,15
ART00080,MAG017,SUP009,LE003,PO3141010,13/03/2023,13/04/2023,1365,273.3,373054.5,31
ART00774,MAG006,SUP016,LE001,PO6060132,16/01/2022,18/02/2022,1707,29.46,50288.22,33
ART00421,MAG002,SUP052,LE001,PO5192574,01/04/2024,03/05/2024,151,38.97,5884.47,32
ART00270,MAG020,SUP017,LE003,PO8666662,23/03/2021,13/05/2021,1960,37.45,73402,51
ART00455,MAG014,SUP007,LE002,PO3719687,09/03/2022,,1102,380.95,419806.9,
ART00331,MAG004,SUP074,LE001,PO8135916,19/12/2021,12/02/2022,856,6.51,5572.56,55
ART00033,MAG016,SUP009,LE003,PO2969761,23/11/2021,16/12/2021,1300,127.19,165347,23
ART00846,MAG013,SUP015,LE002,PO3529844,19/11/2024,,195,275.67,53755.65,
ART00726,MAG005,SUP077,LE001,PO9022486,29/06/2023,16/07/2023,1770,28.14,49807.8,17
ART00147,MAG006,SUP067,LE001,PO6496369,14/08/2023,16/09/2023,1715,272.04,466548.6,33
ART00667,MAG008,SUP034,LE001,PO3856054,03/11/2024,13/11/2024,340,91.78,31205.2,10
ART00671,MAG001,SUP050,LE001,PO4283360,17/05/2023,07/06/2023,921,138.03,127125.63,21
ART00075,MAG019,SUP049,LE003,PO5484673,21/04/2023,24/04/2023,395,2086.69,824242.55,3
ART00842,MAG007,SUP010,LE001,PO8331716,22/02/2021,,69,341.81,23584.89,
ART00237,MAG020,SUP067,LE003,PO6745490,29/09/2022,,1242,114.27,141923.34,
ART00829,MAG003,SUP061,LE001,PO4650668,17/01/2022,23/01/2022,1283,30.43,39041.69,6
ART00927,MAG004,SUP019,LE001,PO1563060,20/11/2024,12/12/2024,194,674.52,130856.88,22
ART00597,MAG002,SUP055,LE001,PO2428436,05/06/2023,24/07/2023,1173,137.96,161827.08,49
ART00006,MAG005,SUP050,LE001,PO3769472,22/01/2021,10/03/2021,1029,99.16,102035.64,47
ART00299,MAG016,SUP037,LE003,PO1581363,02/04/2023,23/04/2023,828,107.64,89125.92,21
ART00688,MAG007,SUP068,LE001,PO1808270,16/05/2021,11/06/2021,49,88.18,4320.82,26
ART00628,MAG003,SUP046,LE001,PO8194650,19/05/2022,13/06/2022,1655,11.6,19198,25
ART00448,MAG015,SUP068,LE002,PO1900284,12/06/2023,17/06/2023,1275,274.7,350242.5,5
ART00372,MAG011,SUP026,LE002,PO4057816,02/04/2023,16/05/2023,1932,445.54,860783.28,44
ART00831,MAG016,SUP069,LE003,PO8499502,21/09/2023,28/09/2023,1078,157.2,169461.6,7
ART00747,MAG014,SUP035,LE002,PO3748012,18/07/2024,03/09/2024,1479,4.12,6093.48,47
ART00676,MAG019,SUP046,LE003,PO9117107,21/05/2023,,760,235.82,179223.2,
ART00445,MAG003,SUP061,LE001,PO1964313,06/06/2024,22/07/2024,368,112.07,41241.76,46
ART00993,MAG007,SUP021,LE001,PO5841799,11/01/2022,20/01/2022,355,49.3,17501.5,9
ART00169,MAG010,SUP051,LE002,PO3066102,21/11/2021,04/12/2021,68,284.3,19332.4,13
ART00543,MAG015,SUP017,LE002,PO3134536,26/01/2021,27/02/2021,1234,100.25,123708.5,32
ART00196,MAG003,SUP066,LE001,PO3018698,28/09/2022,24/11/2022,1947,1893.75,3687131.25,57
ART00914,MAG005,SUP068,LE001,PO7725810,01/01/2024,16/01/2024,1720,88.76,152667.2,15
ART00799,MAG015,SUP022,LE002,PO3199314,21/11/2021,,529,949.52,502296.08,
ART00838,MAG005,SUP028,LE001,PO8693592,16/07/2021,02/09/2021,322,6030.31,1941759.82,48
ART00379,MAG017,SUP067,LE003,PO2766513,21/05/2022,30/06/2022,1364,20.49,27948.36,40
ART00400,MAG013,SUP075,LE002,PO7050059,21/09/2022,11/10/2022,1765,11.81,20844.65,20
ART00614,MAG006,SUP077,LE001,PO8546247,03/11/2024,18/12/2024,40,24.19,967.6,45
ART00055,MAG016,SUP062,LE003,PO4415242,18/01/2022,12/02/2022,1522,230.16,350303.52,25
ART00440,MAG018,SUP066,LE003,PO4637638,11/10/2021,02/11/2021,1085,1078.03,1169662.55,22
ART00660,MAG019,SUP027,LE003,PO6605708,31/08/2021,16/10/2021,890,12.44,11071.6,46
ART00310,MAG009,SUP036,LE002,PO6191597,12/06/2024,,317,144.15,45695.55,
ART00545,MAG015,SUP067,LE002,PO1216410,21/09/2024,,1379,37.28,51409.12,
ART00038,MAG006,SUP066,LE001,PO9065432,23/09/2022,26/10/2022,418,1844.37,770946.66,33
ART00433,MAG007,SUP051,LE001,PO5523824,10/12/2024,,1518,241.58,366718.44,
ART00006,MAG009,SUP004,LE002,PO9306547,13/08/2023,08/09/2023,240,107.57,25816.8,26
ART00369,MAG007,SUP015,LE001,PO4288498,05/06/2022,18/07/2022,1728,290.78,502467.84,43
ART00434,MAG004,SUP076,LE001,PO7668375,22/11/2022,04/12/2022,682,25.49,17384.18,12
ART00756,MAG003,SUP059,LE001,PO4285145,28/10/2024,14/12/2024,1441,395.99,570621.59,47
ART00024,MAG008,SUP068,LE001,PO6611657,18/07/2021,10/09/2021,583,229.13,133582.79,54
ART00859,MAG002,SUP059,LE001,PO2638397,22/11/2021,16/01/2022,1107,323.55,358169.85,55
ART00259,MAG004,SUP021,LE001,PO9494204,20/06/2023,02/08/2023,513,40.07,20555.91,43
ART00535,MAG010,SUP069,LE002,PO1292345,27/06/2022,,257,580.2,149111.4,
ART00212,MAG014,SUP064,LE002,PO6902255,16/01/2024,07/03/2024,883,366.31,323451.73,51
ART00153,MAG009,SUP080,LE002,PO4192004,10/02/2024,07/04/2024,1260,25.97,32722.2,57
ART00823,MAG019,SUP042,LE003,PO9326561,19/02/2024,28/03/2024,1280,18.78,24038.4,38
ART00380,MAG018,SUP055,LE003,PO8004799,08/01/2022,24/01/2022,959,135.82,130251.38,16
ART00565,MAG006,SUP043,LE001,PO7636328,02/02/2021,24/02/2021,426,2848.48,1213452.48,22
ART00793,MAG007,SUP056,LE001,PO8460238,21/12/2021,29/01/2022,800,811.73,649384,39
ART00717,MAG012,SUP052,LE002,PO6054126,04/04/2021,10/05/2021,654,4319.24,2824782.96,36
ART00114,MAG002,SUP075,LE001,PO1635850,12/09/2021,17/09/2021,653,61.06,39872.18,5
ART00715,MAG004,SUP008,LE001,PO4584911,31/08/2023,12/09/2023,1356,143.6,194721.6,12
ART00417,MAG005,SUP058,LE001,PO6767558,16/02/2023,,1959,49.58,97127.22,
ART00033,MAG019,SUP008,LE003,PO8102263,28/04/2021,07/05/2021,258,157.63,40668.54,9
ART00698,MAG013,SUP016,LE002,PO4412574,20/06/2022,,372,125.56,46708.32,
ART00881,MAG017,SUP029,LE003,PO6544982,25/10/2023,30/10/2023,1926,37.54,72302.04,5
ART00723,MAG009,SUP029,LE002,PO1042973,21/02/2022,16/04/2022,507,393.93,199722.51,54
ART00100,MAG012,SUP079,LE002,PO7927159,24/08/2021,19/10/2021,1488,22.98,34194.24,56
ART00962,MAG016,SUP005,LE003,PO1398044,21/09/2021,30/09/2021,44,183.24,8062.56,9
ART00408,MAG013,SUP030,LE002,PO1114847,23/12/2021,18/01/2022,1848,18.45,34095.6,26
ART00069,MAG007,SUP070,LE001,PO5173562,10/11/2021,17/11/2021,739,316.49,233886.11,7
ART00491,MAG005,SUP003,LE001,PO6572462,19/04/2022,,1436,33.98,48795.28,
ART00687,MAG008,SUP053,LE001,PO2876098,20/04/2024,28/05/2024,573,6.65,3810.45,38
ART00609,MAG011,SUP037,LE002,PO6532033,19/07/2021,06/09/2021,1786,21,37506,49
ART00844,MAG004,SUP031,LE001,PO1920490,21/01/2024,03/02/2024,1650,706.96,1166484,13
ART00091,MAG002,SUP030,LE001,PO7288427,28/04/2021,,934,54.62,51015.08,
ART00833,MAG016,SUP029,LE003,PO8298605,03/10/2022,11/11/2022,1044,246.55,257398.2,39
ART00810,MAG016,SUP011,LE003,PO2573680,10/09/2022,27/10/2022,972,25.25,24543,47
ART00491,MAG001,SUP003,LE001,PO8397520,22/04/2021,02/05/2021,195,37.42,7296.9,10
ART00589,MAG009,SUP005,LE002,PO5213551,02/03/2021,13/03/2021,731,716.43,523710.33,11
ART00601,MAG020,SUP075,LE003,PO6795229,04/11/2022,,1058,623.88,660065.04,
ART00003,MAG011,SUP069,LE002,PO1519430,08/06/2023,27/06/2023,937,4997.87,4683004.19,19
ART00921,MAG017,SUP043,LE003,PO7112031,12/02/2022,08/04/2022,1663,185.57,308602.91,54
ART00522,MAG016,SUP044,LE003,PO9118720,18/05/2022,04/06/2022,1795,72.51,130155.45,17
ART00792,MAG010,SUP076,LE002,PO5245694,20/04/2022,,186,760.26,141408.36,
ART00411,MAG011,SUP046,LE002,PO7176819,18/12/2023,10/02/2024,1383,428.69,592878.27,54
ART00667,MAG012,SUP075,LE002,PO3568535,30/04/2021,09/05/2021,1236,77.89,96272.04,9
ART00146,MAG017,SUP066,LE003,PO5213841,21/07/2024,28/08/2024,1748,541.75,946979,38
ART00164,MAG013,SUP036,LE002,PO2914550,01/11/2022,12/11/2022,544,23.27,12658.88,11
ART00373,MAG006,SUP004,LE001,PO5969166,19/03/2022,05/04/2022,170,199.12,33850.4,17
ART00914,MAG007,SUP062,LE001,PO3434690,18/09/2023,26/09/2023,600,114,68400,8
ART00266,MAG016,SUP038,LE003,PO7016991,17/07/2022,28/08/2022,1402,435.82,611019.64,42
ART00267,MAG012,SUP002,LE002,PO2648442,26/05/2023,18/07/2023,521,13.27,6913.67,53
ART00293,MAG011,SUP006,LE002,PO8085963,31/08/2024,19/09/2024,1417,640.04,906936.68,19
ART00251,MAG012,SUP040,LE002,PO8269815,24/11/2024,26/12/2024,1721,563.52,969817.92,32
ART00733,MAG003,SUP038,LE001,PO2286052,12/11/2021,,1438,15.3,22001.4,
ART00886,MAG019,SUP013,LE003,PO4635870,09/09/2022,14/09/2022,1586,83.52,132462.72,5
ART00577,MAG011,SUP038,LE002,PO3695769,12/06/2024,09/08/2024,1761,30.66,53992.26,58
ART00010,MAG011,SUP021,LE002,PO2815910,21/06/2021,18/07/2021,1760,297.39,523406.4,27
ART00550,MAG009,SUP069,LE002,PO4012857,10/06/2021,21/06/2021,1218,12.34,15030.12,11
ART00164,MAG011,SUP071,LE002,PO9729461,26/11/2022,07/01/2023,271,17.12,4639.52,42
ART00482,MAG020,SUP067,LE003,PO5221597,17/08/2022,19/09/2022,707,607.14,429247.98,33
ART00238,MAG008,SUP074,LE001,PO5851167,12/05/2022,29/05/2022,1067,25.42,27123.14,17
ART00602,MAG003,SUP016,LE001,PO7479824,06/07/2023,,1696,3098.83,5255615.68,
ART00702,MAG008,SUP058,LE001,PO5330727,02/10/2022,16/10/2022,1220,19.88,24253.6,14
ART00473,MAG002,SUP016,LE001,PO4678807,15/10/2024,10/11/2024,1111,269.83,299781.13,26
ART00107,MAG014,SUP038,LE002,PO4605988,01/07/2021,20/08/2021,338,117.55,39731.9,50
ART00790,MAG008,SUP062,LE001,PO6379100,05/11/2022,16/11/2022,482,8.06,3884.92,11
ART00559,MAG015,SUP002,LE002,PO5837337,18/09/2023,03/11/2023,1432,1.17,1675.44,46
ART00883,MAG015,SUP032,LE002,PO8075496,14/11/2024,,1806,388.67,701938.02,
ART00721,MAG003,SUP057,LE001,PO6741500,31/08/2023,03/10/2023,878,16.96,14890.88,33
ART00897,MAG017,SUP063,LE003,PO4994205,08/03/2023,11/03/2023,1002,21.45,21492.9,3
ART00560,MAG014,SUP039,LE002,PO3652881,18/07/2021,21/08/2021,1568,94.09,147533.12,34
ART00800,MAG012,SUP030,LE002,PO2875389,20/03/2024,01/05/2024,342,28.02,9582.84,41
ART00172,MAG012,SUP019,LE002,PO2890571,26/08/2023,22/09/2023,10,1361.68,13616.8,27
ART00722,MAG020,SUP013,LE003,PO8444166,02/12/2024,05/01/2025,1816,93.9,170522.4,34
ART00299,MAG018,SUP014,LE003,PO1759135,12/01/2023,08/02/2023,420,149.89,62953.8,27
ART00414,MAG014,SUP016,LE002,PO2523226,25/11/2021,13/12/2021,1823,2884.63,5258680.49,18
ART00085,MAG006,SUP062,LE001,PO1761325,17/08/2022,21/09/2022,1572,82.2,129218.4,35
ART00484,MAG019,SUP020,LE003,PO8990162,30/01/2024,19/03/2024,40,175.76,7030.4,49
ART00954,MAG020,SUP048,LE003,PO1850824,03/01/2024,24/01/2024,482,29.18,14064.76,21
ART00402,MAG007,SUP072,LE001,PO6032660,18/04/2024,05/05/2024,1938,1899.55,3681327.9,17
ART00239,MAG020,SUP064,LE003,PO2803158,09/10/2021,27/10/2021,1589,8.19,13013.91,18
ART00700,MAG012,SUP033,LE002,PO4404663,24/06/2022,06/08/2022,875,19.33,16913.75,43
ART00573,MAG007,SUP030,LE001,PO2032894,09/08/2024,01/10/2024,670,29.13,19517.1,53
ART00030,MAG019,SUP014,LE003,PO7636640,27/11/2021,,40,28.53,1141.2,
ART00236,MAG020,SUP037,LE003,PO5435254,03/03/2021,,1016,141.48,143743.68,
ART00226,MAG018,SUP023,LE003,PO3403073,08/03/2021,20/04/2021,1318,380.44,501419.92,42
ART00170,MAG002,SUP001,LE001,PO4080271,07/10/2021,12/10/2021,150,4.04,606,5
ART00136,MAG002,SUP069,LE001,PO2500307,02/06/2021,22/06/2021,387,4387.71,1698043.77,20
ART00508,MAG016,SUP070,LE003,PO9837600,07/12/2023,21/12/2023,1644,109.43,179902.92,14
ART00149,MAG019,SUP077,LE003,PO9137866,21/03/2021,18/05/2021,1938,21.86,42364.68,58
ART00418,MAG010,SUP005,LE002,PO3260131,28/12/2022,18/02/2023,1284,578.37,742627.08,52
ART00739,MAG008,SUP022,LE001,PO6496381,15/01/2021,10/03/2021,1524,267.81,408142.44,54
ART00359,MAG003,SUP052,LE001,PO9304502,04/08/2021,08/08/2021,1129,209.94,237022.26,4
ART00344,MAG009,SUP075,LE002,PO7755231,27/06/2023,22/07/2023,813,86,69918,25
ART00780,MAG003,SUP050,LE001,PO5716664,13/05/2021,25/05/2021,1733,65.52,113546.16,12
ART00960,MAG018,SUP018,LE003,PO9043054,23/01/2021,27/01/2021,1762,11.39,20069.18,4
ART00096,MAG012,SUP060,LE002,PO1160600,15/09/2024,26/10/2024,1116,28.52,31828.32,41
ART00343,MAG002,SUP067,LE001,PO7014212,28/12/2023,16/02/2024,1567,14.28,22376.76,50
ART00393,MAG015,SUP007,LE002,PO1418339,16/10/2023,18/11/2023,1646,84.47,139037.62,33
ART00895,MAG015,SUP004,LE002,PO3004380,02/09/2021,22/10/2021,787,97.82,76984.34,50
ART00635,MAG018,SUP061,LE003,PO7239384,17/10/2022,18/11/2022,528,93.7,49473.6,33
ART00558,MAG016,SUP006,LE003,PO7968344,03/04/2024,,1568,711.85,1116180.8,
ART00031,MAG009,SUP022,LE002,PO9667672,09/07/2024,,1997,251.97,503184.09,
ART00181,MAG020,SUP023,LE003,PO1653164,12/01/2024,,1395,20.86,29099.7,
ART00700,MAG014,SUP024,LE002,PO4924211,27/05/2021,26/06/2021,1944,23.66,45995.04,30
ART00070,MAG009,SUP014,LE002,PO8709802,15/01/2021,08/02/2021,211,421.86,89012.46,24
ART00004,MAG007,SUP064,LE001,PO8173489,27/11/2023,16/12/2023,50,478.61,23930.5,19
ART00802,MAG003,SUP018,LE001,PO6696358,10/08/2022,04/10/2022,1373,23.49,32251.77,55
ART00687,MAG019,SUP071,LE003,PO2751817,17/07/2024,19/08/2024,1139,7.83,8918.37,33
ART00028,MAG004,SUP002,LE001,PO4176033,10/04/2023,,1342,3.78,5072.76,
ART00106,MAG003,SUP066,LE001,PO6685692,22/05/2024,24/06/2024,1919,350.13,671899.47,33
ART00308,MAG008,SUP025,LE001,PO8362942,20/09/2024,09/10/2024,1467,131.95,193570.65,19
ART00104,MAG014,SUP004,LE002,PO8578338,21/04/2022,01/06/2022,1703,833.41,1419297.23,41
ART00733,MAG006,SUP068,LE001,PO9018903,02/04/2024,04/05/2024,1828,11.98,21899.44,32
ART00273,MAG003,SUP008,LE001,PO4192527,17/10/2023,22/11/2023,315,129.14,40679.1,36
ART00334,MAG001,SUP020,LE001,PO8554325,20/05/2021,06/06/2021,1509,213.49,322156.41,17
ART00920,MAG016,SUP064,LE003,PO7307820,22/09/2023,06/11/2023,834,244.7,204079.8,45
ART00964,MAG014,SUP007,LE002,PO4536333,04/02/2021,14/03/2021,218,4444.76,968957.68,38
ART00720,MAG010,SUP020,LE002,PO9680345,18/10/2021,26/10/2021,1327,119.79,158961.33,8
ART00777,MAG019,SUP005,LE003,PO4057229,10/05/2021,19/05/2021,651,447.82,291530.82,9
ART00611,MAG013,SUP024,LE002,PO2183238,12/12/2022,02/01/2023,215,35.89,7716.35,21
ART00513,MAG015,SUP080,LE002,PO7666443,01/06/2021,,1535,17.18,26371.3,
ART00499,MAG009,SUP042,LE002,PO9455875,16/09/2023,30/10/2023,427,12.1,5166.7,44
ART00457,MAG001,SUP068,LE001,PO1819081,23/06/2024,30/07/2024,1719,511.65,879526.35,37
ART00916,MAG002,SUP003,LE001,PO2640013,31/07/2022,17/09/2022,43,34.2,1470.6,48
ART00934,MAG003,SUP010,LE001,PO1044193,17/04/2021,16/05/2021,232,85.59,19856.88,29
ART00347,MAG019,SUP054,LE003,PO7030980,25/06/2021,,1513,65.68,99373.84,
ART00197,MAG020,SUP030,LE003,PO3285905,27/03/2022,15/05/2022,1722,23.64,40708.08,49
ART00735,MAG007,SUP010,LE001,PO3722021,09/05/2022,30/05/2022,174,26.22,4562.28,21
ART00195,MAG012,SUP046,LE002,PO3120518,13/06/2022,02/07/2022,1205,1094.93,1319390.65,19
ART00388,MAG016,SUP024,LE003,PO9569933,16/12/2023,23/01/2024,1149,89.88,103272.12,38
ART00913,MAG015,SUP047,LE002,PO2802712,31/07/2021,03/09/2021,451,1658.67,748060.17,34
ART00559,MAG018,SUP079,LE003,PO2060117,20/12/2024,26/12/2024,387,1.37,530.19,6
ART00715,MAG018,SUP008,LE003,PO8343977,14/09/2024,02/11/2024,1004,166.31,166975.24,49
ART00633,MAG012,SUP033,LE002,PO5899173,17/05/2024,22/05/2024,1871,19.57,36615.47,5
ART00024,MAG005,SUP058,LE001,PO9076391,31/12/2023,23/01/2024,1207,215.08,259601.56,23
ART00729,MAG015,SUP034,LE002,PO3413146,12/04/2023,28/04/2023,1782,914.35,1629371.7,16
ART00681,MAG019,SUP077,LE003,PO4404885,04/09/2021,22/10/2021,1107,25.68,28427.76,48
ART00263,MAG016,SUP030,LE003,PO8079577,23/02/2021,09/04/2021,661,68.02,44961.22,45
ART00570,MAG008,SUP037,LE001,PO8701097,02/11/2023,,1693,387.18,655495.74,
ART00808,MAG003,SUP070,LE001,PO3771457,12/08/2024,11/09/2024,1303,450.44,586923.32,30
ART00636,MAG013,SUP053,LE002,PO3541962,14/09/2023,08/10/2023,1360,5.6,7616,24
ART00832,MAG015,SUP007,LE002,PO3541224,31/10/2023,16/12/2023,516,597.47,308294.52,46
ART00423,MAG011,SUP059,LE002,PO6746146,12/11/2021,21/12/2021,981,24.74,24269.94,39
ART00149,MAG004,SUP005,LE001,PO7022924,20/06/2024,27/06/2024,1372,22.97,31514.84,7
ART00613,MAG005,SUP037,LE001,PO6911466,24/01/2024,08/02/2024,1526,309.51,472312.26,15
ART00040,MAG020,SUP043,LE003,PO6780660,06/06/2024,25/07/2024,1166,1796.63,2094870.58,49
ART00867,MAG018,SUP034,LE003,PO9406401,07/02/2022,03/03/2022,625,1339.03,836893.75,24
ART00134,MAG014,SUP075,LE002,PO7181457,08/05/2021,30/05/2021,670,202.99,136003.3,22
ART00172,MAG005,SUP056,LE001,PO1018839,31/05/2024,09/06/2024,956,1384.53,1323610.68,9
ART00576,MAG013,SUP051,LE002,PO3620664,16/11/2021,,902,82.46,74378.92,
ART00088,MAG016,SUP067,LE003,PO2715168,20/11/2023,31/12/2023,1908,46.74,89179.92,41
ART00420,MAG016,SUP070,LE003,PO7178020,29/11/2024,08/12/2024,24,253.91,6093.84,9
ART00499,MAG019,SUP074,LE003,PO4212847,23/06/2023,,394,10.51,4140.94,
ART00098,MAG010,SUP033,LE002,PO4032512,11/10/2023,18/11/2023,1530,4.47,6839.1,38
ART00152,MAG010,SUP079,LE002,PO8319580,10/03/2021,07/05/2021,1208,46.08,55664.64,58
ART00386,MAG019,SUP029,LE003,PO2214144,15/05/2021,25/05/2021,1424,137.92,196398.08,10
ART00552,MAG010,SUP072,LE002,PO1242216,26/12/2024,29/01/2025,1897,60.39,114559.83,34
ART00507,MAG009,SUP035,LE002,PO5520746,16/06/2021,12/08/2021,461,510.6,235386.6,57
ART00465,MAG012,SUP060,LE002,PO9318494,12/03/2021,19/03/2021,1470,838.15,1232080.5,7
ART00317,MAG014,SUP058,LE002,PO8677947,31/01/2024,15/03/2024,189,64.66,12220.74,44
ART00010,MAG008,SUP023,LE001,PO8874778,28/11/2024,17/01/2025,903,317.39,286603.17,50
ART00698,MAG001,SUP049,LE001,PO2070437,10/03/2022,07/05/2022,1903,138.2,262994.6,58
ART00308,MAG014,SUP059,LE002,PO7162878,10/02/2022,23/02/2022,1836,113.3,208018.8,13
ART00842,MAG019,SUP036,LE003,PO3622645,27/06/2021,18/07/2021,200,288.55,57710,21
ART00516,MAG018,SUP025,LE003,PO2579110,07/11/2021,12/11/2021,380,162.01,61563.8,5
ART00122,MAG019,SUP024,LE003,PO2656952,15/09/2022,,1215,153.77,186830.55,
ART00486,MAG004,SUP006,LE001,PO2618701,02/04/2022,18/04/2022,1378,549.35,757004.3,16
