MATNR,LGORT_ID,LIEF_ID,LEGAL_ENTITY,EBELN,BEDAT,EINDT,QTY,PREZZO_UN,VALORE_TOT,LEAD_TIME_GG
ART00467,MAG016,SUP038,LE003,PO2244269,20241229,20250207,1661,40.68,67569.48,40
ART00704,MAG016,SUP041,LE003,PO9048433,20230107,20230210,1771,15.22,26954.62,34
ART00267,MAG020,SUP046,LE003,PO3514525,20210820,20210829,162,13.77,2230.74,9
ART00760,MAG006,SUP065,LE001,PO7498739,20220528,20220706,1838,485.67,892661.46,39
ART00800,MAG016,SUP080,LE003,PO3239090,20220920,,219,22.82,4997.58,
ART00446,MAG015,SUP062,LE002,PO9209581,20220604,20220608,950,1941.67,1844586.5,4
ART00155,MAG019,SUP046,LE003,PO1462777,20240101,20240207,454,37.29,16929.66,37
ART00197,MAG020,SUP055,LE003,PO7617172,20240608,20240726,1335,20.29,27087.15,48
ART00079,MAG009,SUP071,LE002,PO2451383,20220221,20220312,1886,27.91,52638.26,19
ART00347,MAG017,SUP052,LE003,PO1255688,20231021,20231210,689,85.6,58978.4,50
ART00231,MAG018,SUP005,LE003,PO1225194,20220418,20220507,1429,558.74,798439.46,19
ART00070,MAG005,SUP029,LE001,PO2320565,20231009,20231107,1393,450.95,628173.35,29
ART00477,MAG015,SUP007,LE002,PO6734095,20220725,20220920,669,249.3,166781.7,57
ART00394,MAG011,SUP026,LE002,PO5443704,20231113,20231213,493,204.18,100660.74,30
ART00492,MAG012,SUP009,LE002,PO7877408,20211115,20211223,894,1087.98,972654.12,38
ART00770,MAG016,SUP073,LE003,PO8508722,20211126,20220125,486,20.51,9967.86,60
ART00681,MAG012,SUP048,LE002,PO6821580,20221102,20221105,1740,20.85,36279,3
ART00658,MAG015,SUP025,LE002,PO8584355,20210803,20210811,1663,144.24,239871.12,8
ART00606,MAG016,SUP064,LE003,PO3318844,20220301,20220413,1371,21.18,29037.78,43
ART00703,MAG014,SUP080,LE002,PO6304166,20221118,20230103,1121,8.14,9124.94,46
ART00045,MAG003,SUP012,LE001,PO4979990,20220310,20220416,588,647.65,380818.2,37
ART00604,MAG014,SUP030,LE002,PO9270653,20210201,20210320,75,7212.21,540915.75,47
ART00656,MAG013,SUP047,LE002,PO5704355,20220131,20220203,1795,1978.21,3550886.95,3
ART00002,MAG013,SUP062,LE002,PO9311903,20211022,20211204,1687,407.12,686811.44,44
ART00427,MAG002,SUP055,LE001,PO2720169,20240414,20240525,229,310.01,70992.29,41
ART00772,MAG011,SUP064,LE002,PO9668911,20231006,20231203,49,370.01,18130.49,58
ART00406,MAG016,SUP033,LE003,PO7938372,20241002,20241108,1303,84.71,110377.13,37
ART00662,MAG007,SUP078,LE001,PO9441686,20220807,20220826,1401,205.02,287233.02,19
ART00022,MAG010,SUP050,LE002,PO2573041,20240724,20240918,584,145.75,85118,56
ART00584,MAG014,SUP071,LE002,PO7872265,20210906,20211104,1396,739.31,1032076.76,59
ART00436,MAG015,SUP057,LE002,PO2231536,20210610,,1161,515.03,597949.83,
ART00570,MAG011,SUP037,LE002,PO3292782,20210101,20210228,392,353.78,138681.76,58
ART00126,MAG020,SUP003,LE003,PO5927501,20241012,20241019,1963,80.86,158728.18,7
ART00709,MAG019,SUP076,LE003,PO8816683,20240315,20240421,1557,16.23,25270.11,37
ART00125,MAG005,SUP009,LE001,PO9719842,20220925,20221019,815,373.63,304508.45,24
ART00292,MAG001,SUP076,LE001,PO1101241,20241102,20241119,902,27.52,24823.04,17
ART00320,MAG018,SUP041,LE003,PO6930806,20221111,20230103,688,21.15,14551.2,53
ART00009,MAG007,SUP031,LE001,PO8759483,20211115,20211224,860,206.01,177168.6,39
ART00548,MAG015,SUP006,LE002,PO7146282,20210107,20210305,70,81.44,5700.8,57
ART00207,MAG014,SUP012,LE002,PO9249654,20230712,,1633,516.53,843493.49,
ART00346,MAG010,SUP074,LE002,PO9451465,20211211,20220107,807,1693.73,1366840.11,27
ART00633,MAG009,SUP019,LE002,PO7320349,20230714,20230821,922,17.33,15978.26,38
ART00892,MAG015,SUP020,LE002,PO2604981,20240226,20240426,1382,263.26,363825.32,60
ART00171,MAG008,SUP010,LE001,PO4339426,20221027,20221102,1194,381.29,455260.26,6
ART00889,MAG002,SUP078,LE001,PO4104630,20220918,20221013,1982,1483.64,2940574.48,25
ART00328,MAG020,SUP080,LE003,PO2084847,20220926,20221101,174,19.48,3389.52,36
ART00927,MAG012,SUP056,LE002,PO8347841,20240601,20240616,304,661.15,200989.6,15
ART00691,MAG004,SUP004,LE001,PO6825539,20241102,20241228,679,41.02,27852.58,56
ART00548,MAG014,SUP044,LE002,PO4339988,20221222,20230122,1469,92.31,135603.39,31
ART00100,MAG015,SUP061,LE002,PO1770439,20210510,20210629,492,21.83,10740.36,50
ART00346,MAG018,SUP072,LE003,PO9653679,20220919,20221007,8,1829.92,14639.36,18
ART00321,MAG014,SUP018,LE002,PO2213814,20210424,,1382,28.82,39829.24,
ART00165,MAG020,SUP073,LE003,PO6592148,20240616,20240731,228,5.05,1151.4,45
ART00427,MAG017,SUP049,LE003,PO3955001,20220621,,983,311.67,306371.61,
ART00691,MAG006,SUP047,LE001,PO1759871,20240103,20240302,1979,51.15,101225.85,59
ART00087,MAG002,SUP036,LE001,PO6820684,20240130,20240202,1630,105.05,171231.5,3
ART00525,MAG008,SUP052,LE001,PO9493537,20221128,20221204,1155,24.92,28782.6,6
ART00137,MAG020,SUP032,LE003,PO9367836,20240705,,869,232.09,201686.21,
ART00084,MAG002,SUP032,LE001,PO4856491,20240105,20240115,825,44.48,36696,10
ART00877,MAG011,SUP050,LE002,PO8095452,20241115,20250109,734,110.79,81319.86,55
ART00648,MAG016,SUP041,LE003,PO2149785,20210523,20210708,1469,20.1,29526.9,46
ART00728,MAG001,SUP067,LE001,PO9743191,20240818,20240829,1505,151.85,228534.25,11
ART00294,MAG006,SUP025,LE001,PO3142949,20230302,20230417,1172,128.05,150074.6,46
ART00235,MAG015,SUP063,LE002,PO4505063,20240422,20240619,71,25.88,1837.48,58
ART00644,MAG020,SUP080,LE003,PO2477619,20221112,20221124,1177,6.44,7579.88,12
ART00835,MAG003,SUP064,LE001,PO3236274,20230504,20230629,1533,82.91,127101.03,56
ART00286,MAG006,SUP074,LE001,PO5947136,20231015,20231019,746,782.37,583648.02,4
ART00732,MAG020,SUP029,LE003,PO9981365,20220218,20220304,1292,556.39,718855.88,14
ART00551,MAG011,SUP064,LE002,PO1605253,20220104,20220120,1692,598.16,1012086.72,16
ART00598,MAG009,SUP009,LE002,PO1401764,20220522,20220612,1144,15.8,18075.2,21
ART00048,MAG017,SUP043,LE003,PO5907062,20220721,20220902,1527,14.79,22584.33,43
ART00712,MAG005,SUP059,LE001,PO4930876,20241004,20241203,1664,228.31,379907.84,60
ART00564,MAG004,SUP002,LE001,PO3335278,20240416,20240512,584,17.81,10401.04,26
ART00310,MAG007,SUP036,LE001,PO9734836,20231127,,1470,145.82,214355.4,
ART00022,MAG020,SUP003,LE003,PO5214996,20220304,,1068,195.03,208292.04,
ART00814,MAG020,SUP017,LE003,PO4807053,20220102,20220203,517,2.97,1535.49,32
ART00587,MAG001,SUP018,LE001,PO5670054,20240411,20240425,424,114.12,48386.88,14
ART00195,MAG010,SUP061,LE002,PO8774668,20221011,,1115,1084.69,1209429.35,
ART00278,MAG006,SUP049,LE001,PO1924112,20220505,20220629,1901,29.61,56288.61,55
ART00671,MAG012,SUP017,LE002,PO3245051,20210206,20210223,816,156.17,127434.72,17
ART00513,MAG018,SUP025,LE003,PO5399598,20230322,20230410,1784,18.32,32682.88,19
ART00688,MAG002,SUP064,LE001,PO7770461,20240409,,1786,74.71,133432.06,
ART00323,MAG016,SUP021,LE003,PO8317620,20211210,20220129,1110,485.65,539071.5,50
ART00250,MAG009,SUP064,LE002,PO5758995,20211216,20220122,1890,130.62,246871.8,37
ART00709,MAG014,SUP015,LE002,PO7751979,20211111,20211124,360,18.71,6735.6,13
ART00143,MAG017,SUP007,LE003,PO8909953,20221210,20221224,1076,82.37,88630.12,14
ART00403,MAG006,SUP010,LE001,PO2340416,20240623,20240806,1981,220.21,436236.01,44
ART00453,MAG002,SUP042,LE001,PO1001740,20210902,20211005,1257,5725.69,7197192.33,33
ART00262,MAG019,SUP019,LE003,PO5106203,20240706,20240806,182,1350.77,245840.14,31
ART00260,MAG012,SUP018,LE002,PO8110436,20220925,20221121,346,14.4,4982.4,57
ART00130,MAG011,SUP051,LE002,PO1093217,20221010,20221124,1831,188.31,344795.61,45
ART00222,MAG017,SUP048,LE003,PO4587144,20240407,20240426,1566,42.81,67040.46,19
ART00642,MAG006,SUP051,LE001,PO5767609,20220520,20220629,1002,254.99,255499.98,40
ART00528,MAG008,SUP031,LE001,PO5372270,20220524,20220608,1748,20.45,35746.6,15
ART00354,MAG009,SUP038,LE002,PO4389205,20221204,20221209,1908,216.58,413234.64,5
ART00129,MAG014,SUP027,LE002,PO4474824,20230925,20231007,703,21.53,15135.59,12
ART00381,MAG001,SUP038,LE001,PO4805755,20240213,20240302,1776,119.35,211965.6,18
ART00429,MAG003,SUP016,LE001,PO6694900,20220129,20220223,384,4097.99,1573628.16,25
ART00473,MAG015,SUP024,LE002,PO6373164,20230627,20230718,1461,280.58,409927.38,21
ART00107,MAG007,SUP080,LE001,PO5917431,20240402,20240425,973,109.43,106475.39,23
ART00997,MAG016,SUP050,LE003,PO4954813,20210901,,277,57.82,16016.14,
ART00698,MAG017,SUP001,LE003,PO8555372,20230404,20230423,1544,168.38,259978.72,19
ART00701,MAG001,SUP032,LE001,PO3203123,20211201,20220110,1902,86.02,163610.04,40
ART00478,MAG004,SUP065,LE001,PO4970410,20210924,20211112,1455,594.88,865550.4,49
ART00822,MAG007,SUP046,LE001,PO6576455,20230425,,821,262.46,215479.66,
ART00781,MAG008,SUP022,LE001,PO9949346,20211030,20211221,1139,128.71,146600.69,52
ART00267,MAG014,SUP002,LE002,PO5794498,20240414,20240419,1119,12.4,13875.6,5
ART00522,MAG006,SUP034,LE001,PO7564265,20220716,20220803,1446,96.05,138888.3,18
ART00760,MAG005,SUP070,LE001,PO2685249,20220104,20220222,154,525.41,80913.14,49
ART00649,MAG019,SUP038,LE003,PO6994614,20220709,20220903,1189,137.28,163225.92,56
ART00488,MAG001,SUP049,LE001,PO3626729,20220317,20220419,1888,145.35,274420.8,33
ART00007,MAG013,SUP049,LE002,PO4139329,20230713,20230728,1045,129.2,135014,15
ART00665,MAG013,SUP045,LE002,PO6036544,20221215,20230205,1415,338.08,478383.2,52
ART00398,MAG014,SUP014,LE002,PO6097116,20220702,20220708,485,350.46,169973.1,6
ART00961,MAG004,SUP063,LE001,PO5612424,20210113,20210227,444,38.49,17089.56,45
ART00326,MAG005,SUP026,LE001,PO7843028,20210419,20210424,861,6873.27,5917885.47,5
ART00835,MAG008,SUP025,LE001,PO9276865,20220527,20220626,278,100.93,28058.54,30
ART00188,MAG013,SUP040,LE002,PO1679453,20240412,20240503,348,4495.36,1564385.28,21
ART00542,MAG015,SUP020,LE002,PO5028996,20230426,20230506,1125,32.58,36652.5,10
ART00587,MAG011,SUP001,LE002,PO3289643,20220903,20220913,843,91.66,77269.38,10
ART00445,MAG015,SUP034,LE002,PO4156801,20210926,20211027,1156,83.28,96271.68,31
ART00455,MAG007,SUP068,LE001,PO8471905,20211102,20211121,1532,380.89,583523.48,19
ART00736,MAG007,SUP028,LE001,PO3512809,20230625,20230814,1211,6244.41,7561980.51,50
ART00951,MAG011,SUP024,LE002,PO3882581,20240701,20240708,244,87.24,21286.56,7
ART00973,MAG014,SUP052,LE002,PO5806397,20241015,20241027,1594,155.68,248153.92,12
ART00193,MAG013,SUP003,LE002,PO4365945,20240101,20240106,248,128.1,31768.8,5
ART00533,MAG014,SUP045,LE002,PO4115811,20211015,20211130,1820,32.58,59295.6,46
ART00675,MAG007,SUP075,LE001,PO1699137,20220818,20220821,692,111.62,77241.04,3
ART00989,MAG013,SUP060,LE002,PO1073044,20220606,20220805,745,32.4,24138,60
ART00922,MAG018,SUP045,LE003,PO8830258,20230201,20230213,1284,12.14,15587.76,12
ART00495,MAG007,SUP062,LE001,PO9424683,20210709,20210824,975,79.96,77961,46
ART00063,MAG010,SUP009,LE002,PO7937761,20220306,20220429,409,154.17,63055.53,54
ART00994,MAG020,SUP078,LE003,PO9921870,20240504,,1974,59.64,117729.36,
ART00823,MAG012,SUP031,LE002,PO8889251,20241005,20241201,310,18.18,5635.8,57
ART00834,MAG010,SUP029,LE002,PO6742474,20210607,20210727,768,200.49,153976.32,50
ART00874,MAG012,SUP002,LE002,PO3927824,20210115,20210313,1529,372.13,568986.77,57
ART00708,MAG002,SUP019,LE001,PO7898631,20220220,20220413,1621,549.83,891274.43,52
ART00860,MAG013,SUP073,LE002,PO2664073,20230321,20230419,1236,14.11,17439.96,29
ART00312,MAG005,SUP005,LE001,PO3332744,20230611,20230628,673,324.99,218718.27,17
ART00046,MAG016,SUP063,LE003,PO9701882,20220826,20220830,577,22.23,12826.71,4
ART00536,MAG011,SUP019,LE002,PO6655099,20230831,20231026,1836,857.11,1573653.96,56
ART00848,MAG007,SUP020,LE001,PO7476131,20210703,,765,110.08,84211.2,
ART00650,MAG010,SUP055,LE002,PO3726201,20230801,20230812,962,111.24,107012.88,11
ART00007,MAG008,SUP055,LE001,PO9130443,20211224,20220115,21,150.08,3151.68,22
ART00214,MAG012,SUP022,LE002,PO4536958,20220723,20220918,1588,1258.6,1998656.8,57
ART00228,MAG014,SUP074,LE002,PO5513100,20210314,20210506,14,52.03,728.42,53
ART00615,MAG001,SUP052,LE001,PO1089849,20220309,20220416,265,128.99,34182.35,38
ART00694,MAG012,SUP052,LE002,PO1619234,20241018,20241205,1001,160.85,161010.85,48
ART00421,MAG010,SUP073,LE002,PO5234189,20230130,20230223,1769,34.03,60199.07,24
ART00571,MAG008,SUP060,LE001,PO7057447,20210411,20210523,1288,5.77,7431.76,42
ART00052,MAG016,SUP023,LE003,PO9658621,20210503,20210527,1230,127.84,157243.2,24
ART00234,MAG009,SUP014,LE002,PO9368962,20240309,20240429,1162,352.15,409198.3,51
ART00165,MAG001,SUP042,LE001,PO5493962,20240313,20240504,436,4.36,1900.96,52
ART00252,MAG008,SUP009,LE001,PO6277439,20220327,20220521,1988,133.64,265676.32,55
ART00280,MAG001,SUP079,LE001,PO3229523,20210729,20210805,349,27.43,9573.07,7
ART00428,MAG005,SUP032,LE001,PO4197583,20220419,20220426,1596,278.62,444677.52,7
ART00336,MAG019,SUP040,LE003,PO5896030,20221116,20221126,167,5380.17,898488.39,10
ART00517,MAG002,SUP042,LE001,PO9580663,20230630,20230814,1616,18.59,30041.44,45
ART00511,MAG017,SUP016,LE003,PO2718276,20211026,20211105,1852,2163.38,4006579.76,10
ART00252,MAG015,SUP053,LE002,PO5925070,20210505,20210513,937,150.93,141421.41,8
ART00312,MAG013,SUP035,LE002,PO8690617,20240831,,1556,387.1,602327.6,
ART00180,MAG015,SUP042,LE002,PO1530042,20220107,20220216,1921,10.29,19767.09,40
ART00777,MAG003,SUP010,LE001,PO6778453,20220801,20220807,1792,467.02,836899.84,6
ART00299,MAG001,SUP014,LE001,PO1320674,20231116,20231202,560,115.69,64786.4,16
ART00330,MAG015,SUP004,LE002,PO2698806,20210713,20210810,836,40.89,34184.04,28
ART00103,MAG019,SUP065,LE003,PO1322346,20240311,20240509,179,784.52,140429.08,59
ART00052,MAG010,SUP029,LE002,PO8483124,20240530,20240629,195,123.98,24176.1,30
ART00110,MAG012,SUP020,LE002,PO7612689,20220415,20220520,914,135.44,123792.16,35
ART00774,MAG015,SUP071,LE002,PO7275436,20241123,,1591,24.9,39615.9,
ART00639,MAG009,SUP066,LE002,PO2829213,20221223,20230128,1565,617.42,966262.3,36
ART00233,MAG006,SUP020,LE001,PO8068991,20210801,20210904,1361,338.88,461215.68,34
ART00451,MAG003,SUP049,LE001,PO1560725,20210724,20210911,990,108.14,107058.6,49
ART00737,MAG002,SUP068,LE001,PO4334487,20211229,,646,96.01,62022.46,
ART00760,MAG003,SUP037,LE001,PO5200662,20240406,20240516,710,550.98,391195.8,40
ART00121,MAG011,SUP009,LE002,PO3743035,20230112,20230122,318,90.13,28661.34,10
ART00399,MAG001,SUP010,LE001,PO2090464,20230417,,887,499.26,442843.62,
ART00653,MAG013,SUP051,LE002,PO1436973,20230528,20230701,37,4363.49,161449.13,34
ART00583,MAG009,SUP026,LE002,PO8031108,20220713,20220808,306,406.05,124251.3,26
ART00380,MAG009,SUP020,LE002,PO5551653,20240731,20240823,1331,101.95,135695.45,23
ART00513,MAG007,SUP071,LE001,PO9490933,20221208,20230102,1527,12.96,19789.92,25
ART00064,MAG015,SUP069,LE002,PO9941333,20211128,20220119,1131,7510.27,8494115.37,52
ART00882,MAG011,SUP003,LE002,PO7087880,20210917,20210926,896,81.92,73400.32,9
ART00235,MAG017,SUP063,LE003,PO9312297,20240509,20240629,620,22.55,13981,51
ART00376,MAG003,SUP041,LE001,PO8174267,20240423,20240622,1491,26.22,39094.02,60
ART00598,MAG005,SUP001,LE001,PO1216320,20220715,20220823,871,15.72,13692.12,39
ART00184,MAG006,SUP008,LE001,PO8602233,20210503,20210624,1769,25.39,44914.91,52
ART00345,MAG008,SUP024,LE001,PO2607618,20210629,20210727,1124,105.98,119121.52,28
ART00040,MAG015,SUP066,LE002,PO5997972,20230518,20230614,968,1692.24,1638088.32,27
ART00070,MAG008,SUP026,LE001,PO2916393,20231120,20231228,129,456,58824,38
ART00188,MAG003,SUP069,LE001,PO8122870,20231127,20240106,979,3626.07,3549922.53,40
ART00233,MAG018,SUP022,LE003,PO2842106,20220130,20220309,1453,305.75,444254.75,38
ART00960,MAG007,SUP065,LE001,PO2149696,20210321,20210410,840,9.94,8349.6,20
ART00563,MAG001,SUP028,LE001,PO2319607,20220920,20221119,195,57.57,11226.15,60
ART00090,MAG002,SUP079,LE001,PO5931948,20230715,20230813,478,14.57,6964.46,29
ART00648,MAG010,SUP031,LE002,PO1361231,20240512,20240529,928,20.07,18624.96,17
ART00700,MAG020,SUP073,LE003,PO9594490,20220427,20220501,889,21.43,19051.27,4
ART00180,MAG015,SUP030,LE002,PO7728005,20210929,20211118,1394,8.06,11235.64,50
ART00455,MAG011,SUP007,LE002,PO5023603,20231031,20231120,397,295.26,117218.22,20
ART00276,MAG012,SUP046,LE002,PO2633078,20230305,20230317,752,354.05,266245.6,12
ART00610,MAG013,SUP051,LE002,PO6084577,20220123,20220203,1133,77.44,87739.52,11
ART00922,MAG019,SUP053,LE003,PO6930505,20240919,20241116,1831,12.97,23748.07,59
ART00525,MAG006,SUP057,LE001,PO9644961,20210107,20210204,438,29.61,12969.18,28
ART00239,MAG013,SUP073,LE002,PO5492498,20210823,20210827,1322,9.11,12043.42,4
ART00955,MAG007,SUP033,LE001,PO2731614,20230629,20230817,279,606.31,169160.49,49
ART00150,MAG006,SUP041,LE001,PO2728295,20221001,20221116,243,632.4,153673.2,46
ART00919,MAG019,SUP059,LE003,PO6399654,20240501,20240610,395,288.38,113910.1,40
ART00731,MAG008,SUP029,LE001,PO7447740,20220215,20220221,1649,680.01,1121336.49,6
ART00090,MAG003,SUP071,LE001,PO5141461,20230427,20230516,1298,10.82,14044.36,19
ART00693,MAG019,SUP010,LE003,PO8522722,20231116,20240108,982,302.94,297487.08,53
ART00093,MAG013,SUP072,LE002,PO8913836,20210827,20210925,1790,39.81,71259.9,29
ART00965,MAG017,SUP019,LE003,PO5049593,20240601,,909,145.52,132277.68,
ART00437,MAG010,SUP030,LE002,PO2111446,20230307,20230414,154,287.59,44288.86,38
ART00295,MAG001,SUP019,LE001,PO3965681,20211119,20211205,1149,562.7,646542.3,16
ART00935,MAG014,SUP064,LE002,PO4064697,20220516,20220624,662,37.29,24685.98,39
ART00547,MAG014,SUP046,LE002,PO8323032,20230311,20230324,117,275.73,32260.41,13
ART00154,MAG004,SUP063,LE001,PO8890128,20220221,20220305,1605,81.1,130165.5,12
ART00437,MAG002,SUP054,LE001,PO3672507,20240515,20240524,1816,232.02,421348.32,9
ART00268,MAG013,SUP011,LE002,PO6771484,20210719,,1432,189.22,270963.04,
ART00841,MAG006,SUP018,LE001,PO6261352,20240905,20240913,1926,102.01,196471.26,8
ART00963,MAG005,SUP057,LE001,PO2999566,20220619,20220717,195,14.46,2819.7,28
ART00629,MAG010,SUP047,LE002,PO4997367,20240130,20240328,1398,7704.57,10770988.86,58
ART00295,MAG012,SUP022,LE002,PO7349009,20210409,20210505,1951,557.29,1087272.79,26
ART00184,MAG001,SUP072,LE001,PO9382811,20220824,20221020,571,24.38,13920.98,57
ART00475,MAG013,SUP078,LE002,PO4620083,20240809,20240925,300,227.81,68343,47
ART00986,MAG003,SUP046,LE001,PO3871148,20210617,20210731,1132,105.16,119041.12,44
ART00926,MAG017,SUP009,LE003,PO9423671,20210421,20210523,1629,96.72,157556.88,32
ART00755,MAG019,SUP067,LE003,PO7349774,20210722,20210827,1885,35.85,67577.25,36
ART00487,MAG008,SUP025,LE001,PO4537530,20230626,20230710,1361,153.62,209076.82,14
ART00681,MAG003,SUP053,LE001,PO6701848,20220626,20220814,696,24.29,16905.84,49
ART00516,MAG001,SUP020,LE001,PO5411967,20221218,20221226,709,157.26,111497.34,8
ART00652,MAG013,SUP036,LE002,PO3650346,20230113,20230222,1515,483.15,731972.25,40
ART00635,MAG008,SUP044,LE001,PO9653056,20211220,20220113,214,90.83,19437.62,24
ART00528,MAG010,SUP077,LE002,PO2337469,20230923,20231025,1947,20.4,39718.8,32
ART00919,MAG003,SUP044,LE001,PO6561513,20220403,,656,246.48,161690.88,
ART00759,MAG009,SUP054,LE002,PO1342523,20230727,20230924,1189,4514.03,5367181.67,59
ART00100,MAG013,SUP080,LE002,PO8055369,20210901,20211002,527,18.52,9760.04,31
ART00792,MAG015,SUP022,LE002,PO2091406,20240909,20240917,793,787.21,624257.53,8
ART00131,MAG011,SUP074,LE002,PO1554552,20240401,20240511,1685,11.8,19883,40
ART00313,MAG007,SUP017,LE001,PO2860822,20230606,20230723,1160,72,83520,47
ART00214,MAG009,SUP012,LE002,PO6655506,20221127,20221222,1404,1245.73,1749004.92,25
ART00387,MAG020,SUP034,LE003,PO3830338,20230509,20230604,1157,40.02,46303.14,26
ART00682,MAG003,SUP033,LE001,PO5673978,20220923,20220928,1405,14.48,20344.4,5
ART00007,MAG020,SUP043,LE003,PO5885428,20221120,20221130,754,123.13,92840.02,10
ART00317,MAG005,SUP058,LE001,PO6384093,20220102,,1089,82.56,89907.84,
ART00155,MAG013,SUP035,LE002,PO6124615,20230104,20230305,1117,36.61,40893.37,60
ART00756,MAG017,SUP056,LE003,PO2531844,20210117,20210222,583,347.26,202452.58,36
ART00631,MAG006,SUP056,LE001,PO4273835,20210828,20210918,1040,743.03,772751.2,21
ART00265,MAG008,SUP080,LE001,PO4951117,20211011,20211024,1780,13.33,23727.4,13
ART00252,MAG012,SUP042,LE002,PO9461157,20220504,20220625,1129,125.11,141249.19,52
ART00668,MAG009,SUP067,LE002,PO3360385,20220414,20220508,35,18.35,642.25,24
ART00902,MAG001,SUP001,LE001,PO3054982,20210731,20210831,1640,161.39,264679.6,31
ART00274,MAG020,SUP041,LE003,PO9168188,20230414,20230530,1611,7178.57,11564676.27,46
ART00691,MAG020,SUP074,LE003,PO4518836,20240915,20241030,397,42.17,16741.49,45
ART00326,MAG008,SUP022,LE001,PO7865527,20240815,20241008,657,6214.41,4082867.37,54
ART00789,MAG019,SUP037,LE003,PO2485898,20240729,20240804,1648,304.8,502310.4,6
ART00360,MAG013,SUP077,LE002,PO2833302,20221109,20230101,1714,1075.27,1843012.78,53
ART00275,MAG010,SUP035,LE002,PO1506371,20221007,20221010,1350,56.25,75937.5,3
ART00163,MAG018,SUP022,LE003,PO1642906,20211222,20220217,565,745.78,421365.7,57
ART00117,MAG005,SUP001,LE001,PO5170840,20211106,20211209,682,1260.24,859483.68,33
ART00042,MAG014,SUP046,LE002,PO5178114,20220504,20220627,441,400.76,176735.16,54
ART00361,MAG006,SUP073,LE001,PO1562719,20220402,20220406,279,26.42,7371.18,4
ART00671,MAG012,SUP050,LE002,PO8156384,20211115,20220103,1359,142.69,193915.71,49
ART00267,MAG016,SUP053,LE003,PO1242936,20220424,20220621,60,12.79,767.4,58
ART00002,MAG016,SUP051,LE003,PO3877697,20240808,20240820,678,401.87,272467.86,12
ART00731,MAG010,SUP035,LE002,PO9219962,20210122,20210201,45,778.86,35048.7,10
ART00681,MAG019,SUP045,LE003,PO6279063,20240804,20240831,1526,22.47,34289.22,27
ART00668,MAG001,SUP028,LE001,PO3608323,20240419,20240617,98,17.39,1704.22,59
ART00625,MAG010,SUP033,LE002,PO5622811,20220423,20220531,325,1299.64,422383,38
ART00035,MAG007,SUP035,LE001,PO4928704,20230727,,963,251.93,242608.59,
ART00296,MAG002,SUP012,LE001,PO1396801,20230719,20230827,956,134.79,128859.24,39
ART00059,MAG002,SUP052,LE001,PO7252790,20220704,20220727,1543,176.01,271583.43,23
ART00255,MAG018,SUP031,LE003,PO6254667,20231126,20231207,1855,11.92,22111.6,11
ART00997,MAG007,SUP039,LE001,PO3645952,20220319,,1788,70.26,125624.88,
ART00336,MAG002,SUP072,LE001,PO7074230,20221129,20221227,580,4014.58,2328456.4,28
ART00948,MAG015,SUP023,LE002,PO7610915,20220307,20220318,1125,357.02,401647.5,11
ART00270,MAG005,SUP063,LE001,PO6462195,20241118,,1049,39.05,40963.45,
ART00607,MAG019,SUP003,LE003,PO1485519,20220418,20220611,825,142.56,117612,54
ART00620,MAG002,SUP055,LE001,PO9283267,20240706,20240805,1149,25.5,29299.5,30
ART00605,MAG016,SUP039,LE003,PO5997713,20240727,20240821,1217,11.1,13508.7,25
ART00281,MAG016,SUP034,LE003,PO1041804,20240423,20240430,793,39,30927,7
ART00335,MAG019,SUP067,LE003,PO8430902,20220123,,1158,18.97,21967.26,
ART00820,MAG018,SUP001,LE003,PO3194133,20231214,20240106,1128,26.82,30252.96,23
ART00926,MAG003,SUP009,LE001,PO2102766,20230818,20230907,1649,83.94,138417.06,20
ART00310,MAG012,SUP069,LE002,PO4719655,20220722,20220803,63,147.77,9309.51,12
ART00171,MAG019,SUP023,LE003,PO5110682,20240109,20240225,35,370.9,12981.5,47
ART00731,MAG016,SUP046,LE003,PO3528869,20231231,20240113,1708,676.11,1154795.88,13
ART00699,MAG006,SUP046,LE001,PO9546874,20211210,20211224,1636,438.33,717107.88,14
ART00913,MAG008,SUP069,LE001,PO6536424,20240423,,1988,2009.57,3995025.16,
ART00260,MAG017,SUP042,LE003,PO3636411,20210710,20210821,331,11.93,3948.83,42
ART00658,MAG011,SUP012,LE002,PO1477349,20210320,20210331,960,129.93,124732.8,11
ART00919,MAG010,SUP055,LE002,PO4501187,20211207,20220128,1819,267.66,486873.54,52
ART00177,MAG011,SUP017,LE002,PO5794562,20221110,20221213,1085,141.17,153169.45,33
ART00068,MAG014,SUP027,LE002,PO5503000,20240720,20240812,185,23.31,4312.35,23
ART00091,MAG009,SUP061,LE002,PO3175798,20211105,20211113,1092,65.59,71624.28,8
ART00024,MAG006,SUP013,LE001,PO5368854,20240425,20240520,451,205.71,92775.21,25
ART00150,MAG001,SUP062,LE001,PO3568071,20210726,20210910,1552,784.33,1217280.16,46
ART00517,MAG007,SUP077,LE001,PO9551617,20241101,20241220,721,18.72,13497.12,49
ART00881,MAG002,SUP014,LE001,PO5747807,20221211,20221226,860,31.12,26763.2,15
ART00976,MAG001,SUP004,LE001,PO4529156,20211011,20211130,1678,32.83,55088.74,50
ART00580,MAG012,SUP074,LE002,PO3774760,20240821,20240830,758,2.05,1553.9,9
