ITEM_NO,WH_CODE,SUP_CODE,LE_CODE,PO_REF,PO_DATE,RCPT_DATE,QTY,PRICE,TOT_VAL,LEAD_DAYS
ART00207,MAG004,SUP005,LE001,PO2799697,09/05/2024,09/18/2024,1058,504.83,534110.14,13
ART00922,MAG017,SUP024,LE003,PO5858667,07/07/2022,08/13/2022,1813,12.6,22843.8,37
ART00182,MAG013,SUP020,LE002,PO7871477,02/16/2021,03/08/2021,933,208.49,194521.17,20
ART00183,MAG016,SUP073,LE003,PO9394659,09/01/2021,09/08/2021,990,37.95,37570.5,7
ART00934,MAG020,SUP010,LE003,PO5800725,08/18/2021,09/13/2021,165,95.3,15724.5,26
ART00324,MAG002,SUP013,LE001,PO6177972,03/15/2024,05/04/2024,1147,23.54,27000.38,50
ART00955,MAG017,SUP065,LE003,PO4592590,04/10/2021,04/22/2021,1998,616.98,1232726.04,12
ART00351,MAG020,SUP064,LE003,PO9868502,06/07/2024,07/18/2024,1647,27.4,45127.8,41
ART00708,MAG012,SUP012,LE002,PO6400658,12/05/2024,01/28/2025,525,766.31,402312.75,54
ART00031,MAG001,SUP003,LE001,PO9198202,01/30/2022,02/24/2022,1442,285.68,411950.56,25
ART00825,MAG003,SUP076,LE001,PO8417402,08/25/2022,09/15/2022,1506,17.02,25632.12,21
ART00187,MAG005,SUP025,LE001,PO3653024,08/07/2021,10/04/2021,1596,195.4,311858.4,58
ART00933,MAG015,SUP060,LE002,PO8273409,12/31/2022,01/25/2023,89,13.69,1218.41,25
ART00457,MAG012,SUP007,LE002,PO2671472,10/29/2021,11/04/2021,893,472.26,421728.18,6
ART00783,MAG003,SUP031,LE001,PO4523522,06/17/2022,07/22/2022,886,92.59,82034.74,35
ART00559,MAG006,SUP077,LE001,PO2562870,08/02/2022,08/15/2022,1386,1.48,2051.28,13
ART00386,MAG008,SUP068,LE001,PO3048031,11/14/2021,12/22/2021,745,153.46,114327.7,38
ART00710,MAG017,SUP075,LE003,PO2598493,10/08/2023,,1359,140.03,190300.77,
ART00621,MAG011,SUP021,LE002,PO6447015,01/09/2022,01/25/2022,726,1315.41,954987.66,16
ART00590,MAG019,SUP044,LE003,PO6978666,06/18/2021,07/31/2021,1532,29.77,45607.64,43
ART00250,MAG008,SUP075,LE001,PO1755982,06/25/2023,08/06/2023,538,160.27,86225.26,42
ART00816,MAG003,SUP007,LE001,PO6628965,09/14/2022,10/14/2022,991,213.68,211756.88,30
ART00539,MAG002,SUP063,LE001,PO9060921,08/22/2024,09/18/2024,1039,107.18,111360.02,27
ART00750,MAG011,SUP024,LE002,PO9028654,05/23/2021,06/16/2021,1686,150.4,253574.4,24
ART00788,MAG015,SUP054,LE002,PO3840891,03/03/2021,04/03/2021,987,249.47,246226.89,31
ART00845,MAG009,SUP012,LE002,PO6524462,12/17/2022,01/06/2023,957,511.48,489486.36,20
ART00352,MAG016,SUP023,LE003,PO5116273,10/03/2022,10/07/2022,663,497.28,329696.64,4
ART00479,MAG010,SUP055,LE002,PO9832841,04/30/2022,06/06/2022,1939,3.48,6747.72,37
ART00588,MAG007,SUP066,LE001,PO2730821,06/05/2024,06/17/2024,1558,1142,1779236,12
ART00473,MAG010,SUP070,LE002,PO5683829,09/23/2024,,315,284.06,89478.9,
ART00890,MAG012,SUP037,LE002,PO2345610,04/19/2022,04/29/2022,1769,126.51,223796.19,10
ART00121,MAG017,SUP013,LE003,PO5809632,12/18/2023,02/10/2024,250,90.13,22532.5,54
ART00473,MAG013,SUP034,LE002,PO9973039,12/04/2024,01/09/2025,1238,272.02,336760.76,36
ART00796,MAG003,SUP003,LE001,PO5731067,08/17/2021,08/26/2021,991,104.48,103539.68,9
ART00407,MAG003,SUP005,LE001,PO5128991,05/06/2024,05/18/2024,1522,453.63,690424.86,12
ART00682,MAG015,SUP057,LE002,PO7044973,11/30/2023,01/28/2024,1980,17.41,34471.8,59
ART00774,MAG004,SUP030,LE001,PO7931279,10/03/2023,,1238,28.99,35889.62,
ART00077,MAG019,SUP007,LE003,PO7165729,07/06/2021,,906,327.98,297149.88,
ART00002,MAG009,SUP064,LE002,PO5722514,01/02/2024,01/28/2024,832,332.21,276398.72,26
ART00729,MAG009,SUP011,LE002,PO6723995,03/07/2023,04/13/2023,1600,874,1398400,37
ART00868,MAG011,SUP019,LE002,PO2045505,12/05/2023,01/11/2024,834,937.76,782091.84,37
ART00484,MAG005,SUP054,LE001,PO6075806,07/26/2022,08/03/2022,1202,181.54,218211.08,8
ART00837,MAG012,SUP049,LE002,PO3049330,07/13/2022,08/05/2022,262,166.84,43712.08,23
ART00910,MAG012,SUP015,LE002,PO9625148,10/30/2022,12/07/2022,461,70.65,32569.65,38
ART00671,MAG018,SUP034,LE003,PO1654184,02/29/2024,,316,137.73,43522.68,
ART00197,MAG003,SUP072,LE001,PO4913121,08/10/2024,10/06/2024,1610,18.15,29221.5,57
ART00313,MAG018,SUP017,LE003,PO4053159,09/17/2024,10/01/2024,1038,65.71,68206.98,14
ART00797,MAG012,SUP046,LE002,PO2676848,12/11/2023,02/07/2024,729,9.79,7136.91,58
ART00378,MAG007,SUP052,LE001,PO1379044,11/14/2021,01/02/2022,1075,213.44,229448,49
ART00237,MAG016,SUP038,LE003,PO1331217,08/31/2023,10/16/2023,1940,104.98,203661.2,46
ART00996,MAG007,SUP079,LE001,PO7614305,07/12/2021,08/08/2021,1207,112.67,135992.69,27
ART00110,MAG017,SUP055,LE003,PO2576614,10/29/2022,12/26/2022,1446,155.52,224881.92,58
ART00488,MAG005,SUP059,LE001,PO8072343,06/01/2021,07/08/2021,812,177.02,143740.24,37
ART00682,MAG002,SUP049,LE001,PO9085749,10/15/2021,10/29/2021,1694,18.51,31355.94,14
ART00887,MAG020,SUP013,LE003,PO7028173,12/26/2021,01/20/2022,894,1498.23,1339417.62,25
ART00211,MAG006,SUP018,LE001,PO9472711,06/06/2021,06/26/2021,697,16.81,11716.57,20
ART00143,MAG017,SUP055,LE003,PO5326637,08/19/2023,,1861,78.41,145921.01,
ART00533,MAG010,SUP060,LE002,PO2997375,02/19/2024,03/19/2024,1798,44.68,80334.64,29
ART00630,MAG015,SUP027,LE002,PO2046283,04/20/2022,,698,63.66,44434.68,
ART00089,MAG018,SUP040,LE003,PO1708287,01/22/2021,02/24/2021,1904,26.68,50798.72,33
ART00372,MAG020,SUP007,LE003,PO8547039,07/27/2024,08/26/2024,662,411.16,272187.92,30
ART00302,MAG014,SUP012,LE002,PO3977146,04/11/2023,05/01/2023,477,67.67,32278.59,20
ART00076,MAG014,SUP023,LE002,PO2479787,03/30/2024,05/13/2024,1218,240.55,292989.9,44
ART00506,MAG004,SUP060,LE001,PO7628018,04/29/2023,05/10/2023,275,13.66,3756.5,11
ART00616,MAG005,SUP070,LE001,PO3585991,07/09/2023,07/21/2023,319,163.18,52054.42,12
ART00290,MAG009,SUP017,LE002,PO7114397,10/10/2022,11/21/2022,1225,159.18,194995.5,42
ART00706,MAG020,SUP003,LE003,PO5365482,10/20/2022,12/03/2022,1691,61.83,104554.53,44
ART00051,MAG016,SUP006,LE003,PO2447245,04/28/2022,,1319,578.29,762764.51,
ART00198,MAG006,SUP024,LE001,PO2940529,03/29/2024,04/30/2024,330,243.68,80414.4,32
ART00712,MAG012,SUP055,LE002,PO4827135,01/01/2024,02/26/2024,942,230,216660,56
ART00090,MAG007,SUP031,LE001,PO8694330,01/11/2023,,1769,12.4,21935.6,
ART00837,MAG005,SUP025,LE001,PO8183617,02/02/2024,03/06/2024,1559,136.98,213551.82,33
ART00139,MAG002,SUP027,LE001,PO3512043,07/06/2021,,1406,13.42,18868.52,
ART00370,MAG018,SUP050,LE003,PO6074936,03/18/2024,04/12/2024,156,143.65,22409.4,25
ART00513,MAG003,SUP049,LE001,PO7702471,03/20/2022,,405,13.8,5589,
ART00284,MAG014,SUP053,LE002,PO9651230,04/19/2021,05/18/2021,1311,203.28,266500.08,29
ART00951,MAG002,SUP024,LE001,PO7928549,11/02/2024,12/01/2024,1437,93.44,134273.28,29
ART00108,MAG004,SUP016,LE001,PO6634327,11/09/2021,12/30/2021,1382,2263.85,3128640.7,51
ART00440,MAG018,SUP044,LE003,PO9724737,03/29/2021,04/28/2021,1871,947.99,1773689.29,30
ART00037,MAG014,SUP010,LE002,PO1517269,03/15/2023,04/01/2023,1610,870.56,1401601.6,17
ART00280,MAG017,SUP068,LE003,PO1429452,07/06/2023,08/16/2023,566,29.02,16425.32,41
ART00455,MAG006,SUP023,LE001,PO9436686,02/28/2021,03/17/2021,1633,292.36,477423.88,17
ART00801,MAG012,SUP076,LE002,PO4610670,03/22/2021,,923,3.88,3581.24,
ART00271,MAG001,SUP065,LE001,PO4421148,10/28/2024,12/16/2024,1273,447.93,570214.89,49
ART00107,MAG005,SUP020,LE001,PO1312812,10/28/2024,11/18/2024,1394,122.2,170346.8,21
ART00942,MAG006,SUP077,LE001,PO4968623,12/08/2023,12/25/2023,1011,5832.77,5896930.47,17
ART00819,MAG005,SUP015,LE001,PO7703040,05/22/2021,07/03/2021,1039,228.69,237608.91,42
ART00980,MAG015,SUP080,LE002,PO5156151,05/31/2023,06/19/2023,63,3.14,197.82,19
ART00877,MAG003,SUP075,LE001,PO7945107,08/09/2021,08/20/2021,328,135.61,44480.08,11
ART00281,MAG016,SUP051,LE003,PO1734879,08/28/2024,09/05/2024,1448,39.72,57514.56,8
ART00835,MAG007,SUP020,LE001,PO4378854,03/25/2022,05/05/2022,1838,88.76,163140.88,41
ART00133,MAG002,SUP080,LE001,PO9913571,02/17/2022,04/18/2022,1988,25.05,49799.4,60
ART00731,MAG017,SUP040,LE003,PO1333505,12/17/2024,12/20/2024,17,596.79,10145.43,3
ART00511,MAG001,SUP016,LE001,PO7783712,10/15/2024,,1585,1987.55,3150266.75,
ART00026,MAG012,SUP006,LE002,PO3152877,11/09/2021,11/23/2021,1594,384.31,612590.14,14
ART00267,MAG010,SUP074,LE002,PO3589352,12/28/2024,01/01/2025,751,16.53,12414.03,4
ART00038,MAG020,SUP068,LE003,PO1260623,04/19/2022,05/18/2022,945,1615.17,1526335.65,29
ART00581,MAG007,SUP064,LE001,PO8294788,05/03/2022,05/09/2022,1743,113.87,198475.41,6
ART00237,MAG008,SUP013,LE001,PO8343645,08/25/2021,09/10/2021,874,101.31,88544.94,16
ART00980,MAG018,SUP012,LE003,PO4153232,01/30/2023,02/23/2023,1262,2.49,3142.38,24
ART00290,MAG017,SUP060,LE003,PO1981795,07/25/2024,08/13/2024,148,168.71,24969.08,19
ART00066,MAG010,SUP048,LE002,PO2229573,09/05/2024,10/04/2024,1046,53.73,56201.58,29
ART00387,MAG015,SUP039,LE002,PO2301984,02/17/2021,04/14/2021,1309,34.68,45396.12,56
ART00441,MAG013,SUP053,LE002,PO5080377,12/23/2023,01/30/2024,1348,2233.65,3010960.2,38
ART00104,MAG007,SUP056,LE001,PO6484840,10/10/2022,,1018,790.62,804851.16,
ART00982,MAG004,SUP014,LE001,PO8044223,08/24/2024,08/31/2024,653,97.87,63909.11,7
ART00478,MAG018,SUP064,LE003,PO9202020,02/11/2022,02/16/2022,1495,618.31,924373.45,5
ART00657,MAG001,SUP017,LE001,PO3845529,06/13/2024,06/28/2024,1535,32.28,49549.8,15
ART00142,MAG018,SUP005,LE003,PO7312323,10/01/2021,10/30/2021,296,701.32,207590.72,29
ART00180,MAG013,SUP071,LE002,PO2464974,10/29/2023,12/05/2023,1123,9.64,10825.72,37
ART00716,MAG006,SUP012,LE001,PO6394701,01/25/2022,02/24/2022,13,30.04,390.52,30
ART00017,MAG009,SUP019,LE002,PO8479643,06/04/2022,06/23/2022,982,33.7,33093.4,19
ART00139,MAG003,SUP042,LE001,PO3946325,02/21/2023,04/13/2023,119,10.78,1282.82,51
ART00443,MAG002,SUP076,LE001,PO8326033,02/18/2023,02/21/2023,1912,34.72,66384.64,3
ART00826,MAG010,SUP065,LE002,PO7323806,10/04/2024,11/24/2024,1552,215.98,335200.96,51
ART00568,MAG012,SUP056,LE002,PO4189026,02/23/2024,02/26/2024,1522,1120.29,1705081.38,3
ART00915,MAG020,SUP074,LE003,PO2755707,09/06/2021,09/24/2021,1249,7.81,9754.69,18
ART00408,MAG007,SUP031,LE001,PO7469971,08/23/2024,,977,16.13,15759.01,
ART00005,MAG003,SUP033,LE001,PO1004467,02/19/2024,,222,28.09,6235.98,
ART00636,MAG005,SUP045,LE001,PO6036983,08/29/2022,10/05/2022,1853,4.49,8319.97,37
ART00253,MAG014,SUP024,LE002,PO8505873,09/08/2022,10/30/2022,1405,467.27,656514.35,52
ART00046,MAG014,SUP057,LE002,PO2710608,08/30/2024,09/07/2024,510,21.47,10949.7,8
ART00856,MAG018,SUP038,LE003,PO9064181,06/15/2021,08/01/2021,1894,144.46,273607.24,47
ART00580,MAG012,SUP023,LE002,PO8687950,06/23/2023,08/09/2023,1826,2.09,3816.34,47
ART00598,MAG015,SUP027,LE002,PO7431041,10/27/2024,,709,13.46,9543.14,
ART00544,MAG014,SUP046,LE002,PO3858410,01/10/2022,02/01/2022,812,906.61,736167.32,22
ART00924,MAG013,SUP019,LE002,PO8346326,08/31/2023,,1771,220.44,390399.24,
ART00967,MAG013,SUP077,LE002,PO4214142,07/14/2021,09/03/2021,877,65.64,57566.28,51
ART00409,MAG003,SUP004,LE001,PO4869005,02/12/2024,02/27/2024,272,687.15,186904.8,15
ART00180,MAG015,SUP080,LE002,PO9808375,09/10/2021,09/25/2021,280,7.65,2142,15
ART00380,MAG015,SUP059,LE002,PO7076177,01/18/2023,02/03/2023,999,101.05,100948.95,16
ART00216,MAG004,SUP028,LE001,PO4964691,05/22/2021,,572,5918.8,3385553.6,
ART00380,MAG011,SUP067,LE002,PO9458399,03/13/2023,05/03/2023,1901,137.37,261140.37,51
ART00803,MAG006,SUP053,LE001,PO4690426,07/21/2021,08/08/2021,1508,378.41,570642.28,18
ART00561,MAG001,SUP023,LE001,PO4589421,02/04/2022,,444,215.77,95801.88,
ART00944,MAG003,SUP060,LE001,PO8497282,08/28/2024,09/16/2024,1289,19.53,25174.17,19
ART01000,MAG012,SUP069,LE002,PO8898467,10/27/2021,11/23/2021,945,5.58,5273.1,27
ART00510,MAG013,SUP066,LE002,PO4082300,07/03/2022,07/17/2022,1548,1544.29,2390560.92,14
ART00492,MAG007,SUP019,LE001,PO5623174,08/22/2023,09/28/2023,1591,1040.88,1656040.08,37
ART00774,MAG008,SUP045,LE001,PO3572303,09/22/2024,11/09/2024,1020,33.75,34425,48
ART00771,MAG002,SUP049,LE001,PO9271326,08/13/2024,,224,23.19,5194.56,
ART00595,MAG017,SUP012,LE003,PO7284943,10/08/2021,10/26/2021,251,380.61,95533.11,18
ART00114,MAG013,SUP001,LE002,PO8169497,03/28/2022,05/04/2022,571,49.06,28013.26,37
ART00814,MAG016,SUP064,LE003,PO8209477,09/03/2024,10/06/2024,290,2.87,832.3,33
ART00255,MAG011,SUP080,LE002,PO2926733,02/09/2022,02/22/2022,1129,11.85,13378.65,13
ART00135,MAG004,SUP023,LE001,PO8660392,06/19/2021,06/29/2021,759,312,236808,10
ART00053,MAG013,SUP038,LE002,PO9891407,10/22/2024,10/30/2024,1280,522.18,668390.4,8
ART00309,MAG015,SUP030,LE002,PO4807006,06/27/2022,07/31/2022,1205,2722.18,3280226.9,34
ART00864,MAG009,SUP041,LE002,PO8929349,12/14/2024,12/23/2024,1836,18.54,34039.44,9
ART00030,MAG020,SUP029,LE003,PO5032174,06/04/2024,06/17/2024,136,23.83,3240.88,13
ART00872,MAG006,SUP052,LE001,PO6101400,07/06/2024,,1680,184.79,310447.2,
ART00962,MAG007,SUP009,LE001,PO6323214,06/27/2023,08/13/2023,649,212.93,138191.57,47
ART00886,MAG001,SUP075,LE001,PO6068504,06/21/2023,07/11/2023,625,66.38,41487.5,20
ART00547,MAG017,SUP010,LE003,PO8148193,04/11/2021,05/22/2021,84,299.66,25171.44,41
ART00189,MAG019,SUP059,LE003,PO6302461,11/18/2023,12/26/2023,1171,182.52,213730.92,38
ART00788,MAG005,SUP055,LE001,PO1520683,01/16/2024,,1552,184.42,286219.84,
ART00287,MAG011,SUP012,LE002,PO1430467,05/17/2024,07/08/2024,332,711.42,236191.44,52
ART00296,MAG001,SUP006,LE001,PO8206121,09/26/2024,10/03/2024,1816,170.54,309700.64,7
ART00284,MAG010,SUP029,LE002,PO6291580,03/16/2023,03/23/2023,1119,200.34,224180.46,7
ART00224,MAG017,SUP027,LE003,PO4272896,07/07/2022,07/20/2022,351,11.55,4054.05,13
ART00607,MAG004,SUP034,LE001,PO9533207,10/25/2024,11/23/2024,1944,146.11,284037.84,29
ART00816,MAG018,SUP021,LE003,PO5441288,03/21/2023,04/15/2023,1055,206.91,218290.05,25
ART00448,MAG013,SUP021,LE002,PO5825771,02/28/2022,03/31/2022,500,254.7,127350,31
ART00820,MAG003,SUP027,LE001,PO8933380,06/07/2021,,506,27.03,13677.18,
ART00073,MAG010,SUP074,LE002,PO5023660,08/10/2023,10/06/2023,1313,5.81,7628.53,57
ART00499,MAG001,SUP080,LE001,PO1777075,08/14/2021,09/20/2021,1123,10.35,11623.05,37
ART00499,MAG019,SUP018,LE003,PO8850586,09/15/2022,,667,8.85,5902.95,
ART00811,MAG007,SUP030,LE001,PO4767341,12/14/2024,12/26/2024,206,27.06,5574.36,12
ART00910,MAG009,SUP044,LE002,PO1937495,09/29/2021,10/02/2021,961,89.48,85990.28,3
ART00549,MAG018,SUP028,LE003,PO6537801,05/28/2021,06/03/2021,201,3413.6,686133.6,6
ART00329,MAG003,SUP023,LE001,PO6291128,03/14/2021,,1249,417.83,521869.67,
ART00463,MAG015,SUP054,LE002,PO4445809,07/28/2023,,149,130.9,19504.1,
ART00849,MAG016,SUP010,LE003,PO7521380,02/29/2024,04/19/2024,1059,245.39,259868.01,50
ART00996,MAG006,SUP032,LE001,PO2224117,12/09/2023,12/24/2023,677,142.9,96743.3,15
ART00685,MAG013,SUP029,LE002,PO4405569,10/13/2021,11/09/2021,1170,487.38,570234.6,27
ART00667,MAG002,SUP075,LE001,PO5602278,01/10/2022,,1476,88.81,131083.56,
ART00171,MAG013,SUP066,LE002,PO3617747,10/04/2022,,1503,373.17,560874.51,
ART00941,MAG020,SUP031,LE003,PO5350894,01/12/2021,03/11/2021,649,25.72,16692.28,58
ART00693,MAG016,SUP006,LE003,PO8701169,01/10/2023,03/02/2023,787,364.92,287192.04,51
ART00161,MAG003,SUP011,LE001,PO2451845,07/13/2022,08/24/2022,1829,148.78,272118.62,42
ART00244,MAG014,SUP079,LE002,PO9612059,08/14/2024,09/30/2024,1123,35.03,39338.69,47
ART00113,MAG007,SUP051,LE001,PO6347615,10/11/2024,11/16/2024,1525,356.53,543708.25,36
ART00644,MAG008,SUP077,LE001,PO8412784,10/21/2021,11/21/2021,1165,6.78,7898.7,31
ART00061,MAG019,SUP007,LE003,PO2472852,03/17/2023,,1513,21.26,32166.38,
ART00674,MAG016,SUP016,LE003,PO1942571,07/23/2021,08/07/2021,9,69.16,622.44,15
ART00024,MAG020,SUP021,LE003,PO4521267,08/16/2024,08/30/2024,1771,197.24,349312.04,14
ART00463,MAG006,SUP078,LE001,PO6543887,06/04/2022,07/13/2022,476,144.89,68967.64,39
ART00035,MAG006,SUP065,LE001,PO3151027,10/09/2023,11/26/2023,1801,282.94,509574.94,48
ART00290,MAG011,SUP057,LE002,PO5172603,11/05/2024,12/27/2024,968,146.92,142218.56,52
ART00889,MAG015,SUP060,LE002,PO3081729,09/06/2023,10/28/2023,770,1412.23,1087417.1,52
ART00731,MAG018,SUP026,LE003,PO5470083,01/04/2023,02/16/2023,1502,594.36,892728.72,43
ART00854,MAG008,SUP065,LE001,PO9786122,07/02/2022,08/26/2022,1366,480.65,656567.9,55
ART00962,MAG018,SUP013,LE003,PO3625300,04/03/2021,04/29/2021,122,211.41,25792.02,26
ART00510,MAG004,SUP022,LE001,PO9229662,04/18/2022,04/23/2022,803,1912.98,1536122.94,5
ART00747,MAG020,SUP043,LE003,PO2105124,02/23/2023,02/26/2023,307,4.95,1519.65,3
ART00153,MAG009,SUP080,LE002,PO4361058,05/26/2024,06/26/2024,824,24.77,20410.48,31
ART00136,MAG019,SUP047,LE003,PO6580898,04/09/2022,05/20/2022,591,5468.37,3231806.67,41
ART00864,MAG017,SUP077,LE003,PO3306905,11/18/2024,01/16/2025,1177,25.14,29589.78,59
ART00903,MAG006,SUP078,LE001,PO1629424,09/30/2024,11/15/2024,1971,19.94,39301.74,46
ART00870,MAG006,SUP049,LE001,PO9473560,09/05/2024,09/18/2024,1414,232.94,329377.16,13
ART00354,MAG012,SUP064,LE002,PO6036493,08/23/2022,10/06/2022,1342,237.99,319382.58,44
ART00853,MAG020,SUP060,LE003,PO3009358,12/26/2021,01/09/2022,457,20.97,9583.29,14
ART00341,MAG007,SUP043,LE001,PO4781076,03/15/2022,05/04/2022,1524,2.29,3489.96,50
ART00651,MAG005,SUP061,LE001,PO4330305,06/03/2023,,1800,4255.28,7659504,
ART00468,MAG008,SUP001,LE001,PO7028303,02/11/2024,,1144,43.74,50038.56,
ART00894,MAG014,SUP025,LE002,PO6662380,08/04/2023,,820,2678.62,2196468.4,
ART00560,MAG006,SUP057,LE001,PO4709365,09/26/2021,11/16/2021,1928,127.44,245704.32,51
ART00160,MAG016,SUP001,LE003,PO7803555,07/16/2023,08/30/2023,996,64.3,64042.8,45
ART00610,MAG008,SUP068,LE001,PO4516437,06/09/2024,06/24/2024,1640,71.95,117998,15
ART00583,MAG018,SUP046,LE003,PO4558673,09/18/2023,09/27/2023,562,458.49,257671.38,9
ART00336,MAG019,SUP002,LE003,PO2390787,01/27/2022,,1252,4448.54,5569572.08,
ART00108,MAG011,SUP040,LE002,PO4550301,12/22/2023,02/16/2024,1407,2208.47,3107317.29,56
ART00345,MAG005,SUP046,LE001,PO5832156,08/26/2023,09/19/2023,1567,85.09,133336.03,24
ART00282,MAG014,SUP016,LE002,PO4358679,03/17/2024,04/10/2024,692,4481.43,3101149.56,24
ART00035,MAG011,SUP051,LE002,PO4607563,04/18/2024,05/09/2024,918,247.96,227627.28,21
ART00311,MAG001,SUP013,LE001,PO2193905,02/20/2024,02/27/2024,27,138.29,3733.83,7
ART00708,MAG018,SUP059,LE003,PO8687644,07/18/2023,08/19/2023,82,561.32,46028.24,32
ART00980,MAG006,SUP061,LE001,PO7553465,11/04/2021,11/29/2021,1682,2.34,3935.88,25
ART00201,MAG002,SUP034,LE001,PO4488656,12/28/2022,01/31/2023,1111,296.2,329078.2,34
ART00365,MAG019,SUP040,LE003,PO3568239,08/09/2023,10/02/2023,1708,3518.89,6010264.12,54
ART00352,MAG003,SUP007,LE001,PO6748270,06/15/2024,07/14/2024,1209,539.09,651759.81,29
ART00628,MAG012,SUP071,LE002,PO8990117,08/10/2022,,335,14.42,4830.7,
ART00325,MAG001,SUP019,LE001,PO7613282,08/15/2022,09/25/2022,1294,101.18,130926.92,41
ART00197,MAG019,SUP031,LE003,PO2024327,01/21/2021,01/29/2021,625,22.73,14206.25,8
ART00695,MAG004,SUP058,LE001,PO4767354,04/09/2023,05/15/2023,1444,5.27,7609.88,36
ART00534,MAG004,SUP002,LE001,PO1459630,04/21/2023,06/16/2023,750,20.93,15697.5,56
ART00176,MAG019,SUP046,LE003,PO4676931,03/03/2023,03/10/2023,1849,619.96,1146306.04,7
ART00761,MAG019,SUP041,LE003,PO8799481,06/28/2024,08/08/2024,1786,12.97,23164.42,41
ART00709,MAG009,SUP057,LE002,PO7283435,08/28/2024,09/15/2024,446,19.5,8697,18
ART00403,MAG003,SUP013,LE001,PO3347297,05/08/2024,05/18/2024,1463,196.56,287567.28,10
ART00290,MAG006,SUP038,LE001,PO7719882,01/05/2023,01/20/2023,858,169.72,145619.76,15
ART00795,MAG004,SUP061,LE001,PO4448949,08/24/2024,09/22/2024,745,24.95,18587.75,29
ART00078,MAG004,SUP069,LE001,PO7880033,08/13/2021,09/22/2021,865,3886.13,3361502.45,40
ART00645,MAG002,SUP025,LE001,PO1345604,11/14/2021,12/09/2021,673,225.29,151620.17,25
ART00798,MAG001,SUP064,LE001,PO5918214,01/23/2023,03/18/2023,1972,388.97,767048.84,54
ART00982,MAG010,SUP026,LE002,PO3340049,09/20/2023,10/23/2023,1369,103.64,141883.16,33
ART00072,MAG009,SUP075,LE002,PO6007918,03/10/2021,03/28/2021,1313,4081.7,5359272.1,18
ART00325,MAG001,SUP066,LE001,PO6229613,12/24/2022,01/19/2023,1596,93.11,148603.56,26
ART00591,MAG015,SUP064,LE002,PO2937327,02/19/2024,04/17/2024,1469,708.36,1040580.84,57
ART00308,MAG015,SUP052,LE002,PO6208815,04/14/2023,,1790,133.91,239698.9,
ART00815,MAG017,SUP010,LE003,PO6369873,07/03/2023,08/27/2023,442,120.48,53252.16,55
ART00781,MAG016,SUP034,LE003,PO5694862,05/22/2024,06/20/2024,1973,167.82,331108.86,29
ART00664,MAG006,SUP077,LE001,PO9847956,08/11/2021,09/18/2021,361,18.87,6812.07,38
ART00241,MAG020,SUP021,LE003,PO2779131,07/05/2023,09/02/2023,449,400.73,179927.77,59
ART00939,MAG013,SUP059,LE002,PO9867962,01/06/2022,01/29/2022,138,41.92,5784.96,23
ART00151,MAG013,SUP021,LE002,PO3257746,03/22/2022,04/18/2022,1671,245.56,410330.76,27
ART00080,MAG001,SUP020,LE001,PO2604685,04/11/2021,05/04/2021,1681,262.31,440943.11,23
ART00325,MAG001,SUP023,LE001,PO6444381,08/07/2021,09/08/2021,255,72.49,18484.95,32
ART00305,MAG012,SUP035,LE002,PO5113293,01/10/2021,02/04/2021,1868,682.27,1274480.36,25
ART00061,MAG003,SUP042,LE001,PO8218417,01/20/2021,01/30/2021,420,20.25,8505,10
ART00757,MAG012,SUP043,LE002,PO6086962,06/29/2024,07/19/2024,888,41.91,37216.08,20
ART00583,MAG019,SUP068,LE003,PO4011579,06/24/2021,06/30/2021,909,526.16,478279.44,6
ART00694,MAG002,SUP044,LE001,PO5498287,06/05/2022,07/15/2022,143,176.98,25308.14,40
ART00046,MAG016,SUP004,LE003,PO3686167,04/09/2022,05/09/2022,1676,28.9,48436.4,30
ART00252,MAG005,SUP039,LE001,PO7702620,07/27/2022,08/13/2022,1361,173.53,236174.33,17
ART00557,MAG010,SUP025,LE002,PO9508019,10/03/2022,10/11/2022,1320,206.32,272342.4,8
ART00529,MAG009,SUP064,LE002,PO5831440,09/18/2021,11/03/2021,1069,346.37,370269.53,46
ART00369,MAG019,SUP055,LE003,PO9667323,08/14/2023,08/17/2023,626,232.65,145638.9,3
ART00187,MAG018,SUP052,LE003,PO6553887,05/20/2024,06/04/2024,1066,220.01,234530.66,15
ART00435,MAG018,SUP023,LE003,PO6050409,11/21/2024,12/30/2024,157,170.04,26696.28,39
ART00045,MAG015,SUP029,LE002,PO2534590,04/01/2021,04/21/2021,94,804.97,75667.18,20
ART00284,MAG014,SUP037,LE002,PO7215636,01/11/2022,01/20/2022,275,254.99,70122.25,9
ART00144,MAG008,SUP072,LE001,PO9165903,04/12/2021,05/16/2021,314,104.41,32784.74,34
ART00137,MAG009,SUP032,LE002,PO9776514,09/05/2022,10/02/2022,516,261.83,135104.28,27
ART00031,MAG011,SUP019,LE002,PO5402684,10/04/2024,10/12/2024,803,308.65,247845.95,8
ART00932,MAG015,SUP044,LE002,PO2645171,09/09/2023,,1701,187.85,319532.85,
ART00480,MAG015,SUP015,LE002,PO7777737,03/09/2021,04/18/2021,656,58.93,38658.08,40
ART00999,MAG004,SUP004,LE001,PO3839299,11/27/2024,01/11/2025,735,1894.81,1392685.35,45
ART00208,MAG016,SUP066,LE003,PO4926043,02/09/2021,03/02/2021,907,1392.04,1262580.28,21
