item_code,customer_id,legal_entity,so_number,order_date,delivery_date,quantity,unit_price,total_value,margin_pct
ART00841,CLI079,LE001,SO5912687,13/10/2024,16/11/2024,454,132.8,60291.2,27.76
ART00440,CLI023,LE002,SO4899539,14/07/2024,24/08/2024,245,1655.08,405494.6,38.29
ART00797,CLI020,LE003,SO2321520,20/11/2021,17/12/2021,9,16.69,150.21,43.92
ART00007,CLI072,LE001,SO1428901,01/11/2023,04/12/2023,277,221.97,61485.69,34
ART00221,CLI046,LE002,SO3049033,16/11/2022,18/11/2022,444,407.52,180938.88,33.73
ART00527,CLI035,LE003,SO6204673,20/01/2024,11/02/2024,318,337.11,107200.98,54.46
ART00633,CLI021,LE003,SO7908599,17/11/2022,27/11/2022,175,28.51,4989.25,33.39
ART00776,CLI059,LE003,SO8515029,09/10/2024,15/11/2024,306,635.51,194466.06,35.04
ART00450,CLI009,LE003,SO1291278,02/06/2024,29/06/2024,109,3.67,400.03,35.69
ART00053,CLI033,LE001,SO4332216,21/01/2024,31/01/2024,420,777.35,326487,36.82
ART00827,CLI045,LE003,SO7759848,02/07/2023,18/07/2023,316,4.33,1368.28,27.94
ART00269,CLI040,LE003,SO5364388,25/11/2022,07/12/2022,90,7115.68,640411.2,45.8
ART00226,CLI073,LE003,SO2910667,13/05/2023,26/06/2023,105,643.86,67605.3,38.55
ART00130,CLI085,LE003,SO9629344,29/12/2021,30/01/2022,230,347.62,79952.6,50.44
ART00686,CLI048,LE001,SO7609697,21/10/2022,27/11/2022,231,3920.91,905730.21,53.63
ART00247,CLI039,LE003,SO3054682,05/12/2022,19/01/2023,63,68.54,4318.02,31.57
ART00325,CLI002,LE003,SO3111503,02/10/2024,29/10/2024,193,95.42,18416.06,7.49
ART00467,CLI001,LE002,SO9710678,15/01/2023,27/01/2023,441,60.96,26883.36,37.76
ART00687,CLI100,LE001,SO3541259,22/12/2024,27/12/2024,37,14.96,553.52,52.81
ART00225,CLI018,LE003,SO1755501,14/06/2024,09/07/2024,361,6408.66,2313526.26,35.62
ART00282,CLI018,LE003,SO5607623,17/11/2024,21/12/2024,317,7390.71,2342855.07,46
ART00756,CLI049,LE003,SO5007323,26/12/2021,19/01/2022,222,585.71,130027.62,38.7
ART00140,CLI053,LE003,SO8921532,09/08/2021,20/09/2021,61,34.14,2082.54,13.65
ART00665,CLI066,LE001,SO5297806,21/09/2024,27/09/2024,219,423.62,92772.78,27.26
ART00072,CLI056,LE001,SO6812396,03/03/2024,25/03/2024,360,7764.85,2795346,41.19
ART00481,CLI078,LE003,SO9673120,02/01/2022,14/01/2022,458,340.01,155724.58,35.17
ART00145,CLI076,LE001,SO5354064,21/10/2023,02/12/2023,483,67.9,32795.7,43.17
ART00897,CLI046,LE002,SO5200017,08/06/2021,03/07/2021,110,37.49,4123.9,29.21
ART00649,CLI081,LE001,SO2105058,10/12/2023,04/01/2024,492,214.36,105465.12,20.32
ART00859,CLI071,LE002,SO8763167,25/02/2022,15/03/2022,135,357.85,48309.75,21.07
ART00024,CLI057,LE002,SO8399727,24/03/2021,,78,311.4,24289.2,25
ART00161,CLI037,LE003,SO7932876,14/07/2021,23/08/2021,85,211.63,17988.55,36.86
ART00633,CLI041,LE001,SO7185208,20/05/2023,24/05/2023,462,26.58,12279.96,28.56
ART00478,CLI040,LE003,SO6120100,04/05/2021,09/06/2021,411,1107.44,455157.84,49.47
ART00417,CLI065,LE003,SO1190472,09/11/2022,06/12/2022,86,88.72,7629.92,35.37
ART00215,CLI053,LE003,SO3620928,19/05/2022,22/06/2022,220,33.18,7299.6,34.42
ART00881,CLI064,LE003,SO2554513,02/02/2022,17/02/2022,311,53.18,16538.98,37.85
ART00484,CLI011,LE003,SO9719492,07/12/2024,21/12/2024,39,256.77,10014.03,17.6
ART00180,CLI022,LE003,SO1497861,10/09/2022,15/09/2022,400,13,5200,27.54
ART00179,CLI039,LE003,SO4910210,31/05/2022,,489,191.57,93677.73,24.24
ART00644,CLI075,LE001,SO5967123,07/05/2022,09/05/2022,139,12.3,1709.7,39.11
ART00608,CLI087,LE002,SO2546002,21/07/2024,25/08/2024,488,218.14,106452.32,37.72
ART00812,CLI019,LE002,SO9046096,01/08/2024,,431,2.72,1172.32,22.43
ART00486,CLI042,LE003,SO4597844,09/06/2024,15/07/2024,27,743.25,20067.75,17.43
ART00404,CLI063,LE001,SO8584936,07/03/2024,04/04/2024,236,663.69,156630.84,52.59
ART00808,CLI023,LE002,SO9465543,24/02/2023,14/03/2023,346,626.12,216637.52,33.83
ART00858,CLI095,LE001,SO7842624,01/11/2023,26/11/2023,240,602.61,144626.4,45.14
ART00532,CLI060,LE001,SO9068181,03/12/2021,20/12/2021,459,283,129897,36.17
ART00318,CLI004,LE001,SO8437874,31/08/2024,04/09/2024,406,3897.53,1582397.18,53.28
ART00375,CLI043,LE002,SO7095922,05/10/2024,19/10/2024,181,9406.34,1702547.54,29.17
ART00329,CLI016,LE003,SO5699404,22/12/2024,08/01/2025,396,492.93,195200.28,14.72
ART00745,CLI097,LE001,SO5809134,12/02/2024,28/02/2024,176,73.73,12976.48,40.8
ART00627,CLI034,LE003,SO9416574,18/07/2024,29/08/2024,214,36.95,7907.3,21.92
ART00545,CLI035,LE003,SO9376831,11/06/2024,19/06/2024,407,87.46,35596.22,49.7
ART01000,CLI004,LE001,SO4697633,17/10/2021,,187,10.13,1894.31,39.88
ART00233,CLI024,LE003,SO6864233,12/12/2024,27/12/2024,35,588.43,20595.05,38.76
ART00451,CLI092,LE003,SO6766269,13/03/2023,05/04/2023,296,144.72,42837.12,24.12
ART00980,CLI075,LE001,SO5037324,04/04/2021,19/04/2021,140,3.98,557.2,27.14
ART00968,CLI014,LE003,SO1341186,21/07/2023,20/08/2023,312,3866.34,1206298.08,49.21
ART00544,CLI065,LE003,SO8255033,07/01/2024,,388,1273.06,493947.28,23.1
ART00248,CLI050,LE003,SO9161355,02/12/2022,10/01/2023,149,19.4,2890.6,49.38
ART00082,CLI025,LE003,SO7148883,29/11/2023,02/12/2023,371,249.14,92430.94,27.83
ART00032,CLI022,LE003,SO3100439,29/08/2022,07/10/2022,218,120.21,26205.78,48.67
ART00687,CLI062,LE001,SO1747153,26/12/2021,,260,12.08,3140.8,41.56
ART00194,CLI012,LE001,SO3430297,07/06/2021,16/06/2021,100,28.13,2813,14.61
ART00639,CLI010,LE002,SO4578385,22/06/2023,14/07/2023,273,1148.45,313526.85,46.4
ART00033,CLI061,LE003,SO5976403,08/07/2022,13/07/2022,10,310.01,3100.1,51.82
ART00320,CLI026,LE002,SO7007477,30/05/2024,08/07/2024,237,35.29,8363.73,32.79
ART00178,CLI051,LE002,SO8638654,02/07/2024,08/08/2024,316,86.78,27422.48,27.88
ART00613,CLI020,LE003,SO8138248,16/06/2021,23/07/2021,9,683.23,6149.07,43.79
ART00814,CLI054,LE002,SO9443945,27/11/2023,,260,3.35,871,22.39
ART00972,CLI058,LE003,SO3058722,08/11/2023,29/11/2023,133,2499.88,332484.04,32.65
ART00649,CLI029,LE003,SO4494962,17/01/2023,02/02/2023,230,223.81,51476.3,23.69
ART00922,CLI086,LE001,SO4527309,19/10/2024,08/11/2024,58,27.98,1622.84,56.11
ART00451,CLI037,LE003,SO5999809,26/10/2022,20/11/2022,412,123.35,50820.2,10.97
ART00025,CLI004,LE001,SO7132216,05/06/2024,08/06/2024,493,706.94,348521.42,23.96
ART00908,CLI064,LE003,SO7040857,19/04/2022,14/05/2022,157,262.05,41141.85,36.26
ART00706,CLI013,LE001,SO5482039,27/09/2023,28/09/2023,149,67.35,10035.15,18.47
ART00860,CLI001,LE002,SO6579470,20/08/2024,01/10/2024,367,21.72,7971.24,27.03
ART00718,CLI089,LE003,SO1948199,28/03/2024,06/04/2024,107,1169.46,125132.22,34.62
ART00123,CLI018,LE003,SO8584376,01/10/2024,30/10/2024,94,17.93,1685.42,33.85
ART00324,CLI058,LE003,SO4841676,09/07/2023,26/07/2023,54,40.02,2161.08,45.15
ART00107,CLI072,LE001,SO2981108,03/11/2024,10/12/2024,16,191.28,3060.48,37.11
ART00619,CLI081,LE001,SO1184249,13/01/2023,24/02/2023,469,8.84,4145.96,22.51
ART00736,CLI066,LE001,SO3873013,30/01/2023,,314,7134.75,2240311.5,6.87
ART00520,CLI006,LE002,SO6816149,11/04/2021,13/05/2021,370,40.14,14851.8,29.55
ART00298,CLI098,LE002,SO5604016,14/06/2023,07/07/2023,476,29.04,13823.04,39.63
ART00782,CLI037,LE003,SO7166924,09/11/2022,02/12/2022,286,8652.24,2474540.64,34.64
ART00956,CLI079,LE001,SO8962150,21/11/2022,13/12/2022,486,8687.12,4221940.32,27.32
ART00498,CLI092,LE003,SO4161261,11/12/2023,14/01/2024,170,167.27,28435.9,50.25
ART00684,CLI077,LE003,SO3391105,07/07/2024,21/07/2024,248,434.42,107736.16,56.86
ART00259,CLI056,LE001,SO9039574,07/05/2021,12/06/2021,275,104.18,28649.5,52.61
ART00960,CLI026,LE002,SO7524466,10/10/2024,,106,16.04,1700.24,36.85
ART00413,CLI012,LE001,SO8339217,06/11/2023,20/12/2023,169,49.2,8314.8,47.48
ART00142,CLI017,LE002,SO2516377,17/12/2023,18/01/2024,17,1476.92,25107.64,51.56
ART00585,CLI005,LE001,SO5223769,09/07/2023,14/08/2023,265,6619.93,1754281.45,25.21
ART00916,CLI060,LE001,SO4223388,01/10/2022,12/10/2022,227,58.32,13238.64,33.95
ART00447,CLI007,LE001,SO5196066,14/10/2021,21/11/2021,413,176.27,72799.51,2.69
ART00143,CLI008,LE001,SO7334818,05/11/2021,09/12/2021,467,101.99,47629.33,16.64
ART00991,CLI035,LE003,SO3277174,13/01/2024,,11,425.5,4680.5,49.92
ART00746,CLI030,LE003,SO9402557,17/11/2024,,423,35.65,15079.95,50.74
ART00711,CLI087,LE002,SO1196837,02/02/2023,,431,11841.83,5103828.73,37.58
ART00337,CLI078,LE003,SO6649282,20/08/2021,15/09/2021,315,5414.49,1705564.35,31.57
ART00684,CLI034,LE003,SO8954003,04/11/2023,12/12/2023,474,390.18,184945.32,51.96
ART00827,CLI018,LE003,SO8341013,01/11/2024,12/11/2024,378,4.15,1568.7,24.82
ART00438,CLI027,LE003,SO4495932,06/12/2021,,451,143.59,64759.09,33.8
ART00403,CLI019,LE002,SO2170616,24/09/2023,26/09/2023,345,378.1,130444.5,46.33
ART00143,CLI046,LE002,SO8958159,10/09/2021,25/10/2021,391,105.4,41211.4,19.34
ART00759,CLI076,LE001,SO2935638,22/04/2024,14/05/2024,492,7539.49,3709429.08,32.71
ART00876,CLI014,LE003,SO4321632,18/09/2023,,59,422.92,24952.28,32.99
ART00070,CLI090,LE001,SO1970980,13/12/2021,21/12/2021,80,417.74,33419.2,3.31
ART00102,CLI031,LE001,SO1846226,16/05/2022,08/06/2022,191,2740.53,523441.23,33.02
ART00649,CLI040,LE003,SO2600039,03/09/2022,11/09/2022,353,206.54,72908.62,17.3
ART00535,CLI012,LE001,SO4664397,11/03/2023,30/03/2023,4,647.8,2591.2,10.96
ART00066,CLI038,LE001,SO8282406,07/02/2022,26/02/2022,461,84.92,39148.12,42.4
ART00449,CLI018,LE003,SO5589233,18/09/2024,19/09/2024,431,786.17,338839.27,30.18
ART00956,CLI019,LE002,SO3791304,06/10/2023,20/11/2023,386,7928.19,3060281.34,20.36
ART00418,CLI023,LE002,SO5344198,22/12/2024,11/01/2025,181,722.73,130814.13,27.22
ART00797,CLI072,LE001,SO2254479,27/07/2023,06/08/2023,306,15.46,4730.76,39.46
ART00819,CLI077,LE003,SO2039208,21/04/2024,24/04/2024,80,421.87,33749.6,36.9
ART00732,CLI099,LE002,SO9329961,10/10/2022,21/10/2022,199,831.36,165440.64,40
ART00985,CLI043,LE002,SO3915194,16/10/2021,07/11/2021,352,418.73,147392.96,1.99
ART00524,CLI046,LE002,SO9742475,28/12/2021,19/01/2022,56,51.55,2886.8,42.81
ART00127,CLI082,LE003,SO9383462,16/06/2021,03/07/2021,256,225.27,57669.12,6.58
ART00775,CLI026,LE002,SO1282363,31/05/2024,01/07/2024,38,33.38,1268.44,13.93
ART00693,CLI066,LE001,SO5929990,09/12/2021,,204,757.69,154568.76,54.59
ART00834,CLI030,LE003,SO5508404,06/10/2024,09/11/2024,28,361.03,10108.84,34.95
ART00746,CLI007,LE001,SO1865414,24/03/2021,29/04/2021,294,32.32,9502.08,45.67
ART00332,CLI016,LE003,SO5366686,29/10/2022,,422,235.29,99292.38,43.53
ART00633,CLI070,LE001,SO3861897,02/05/2024,27/05/2024,81,26.46,2143.26,28.23
ART00251,CLI017,LE002,SO9154432,15/11/2023,23/11/2023,288,910.05,262094.4,41.32
ART00336,CLI089,LE003,SO5943116,18/11/2024,10/12/2024,143,7674.6,1097467.8,37.73
ART00422,CLI098,LE002,SO1497820,04/04/2023,,220,208.7,45914,16.75
ART00994,CLI075,LE001,SO5677714,20/12/2021,24/12/2021,171,112.68,19268.28,45.33
ART00079,CLI052,LE001,SO7395012,18/12/2023,09/01/2024,42,61.74,2593.08,51.7
ART00935,CLI099,LE002,SO9787018,26/12/2021,04/01/2022,424,77.33,32787.92,52.04
ART00512,CLI082,LE003,SO1847617,18/04/2024,21/04/2024,357,2253.97,804667.29,25.67
ART00856,CLI066,LE001,SO7958577,17/03/2022,13/04/2022,225,129.43,29121.75,2.94
ART00691,CLI080,LE001,SO1482095,07/05/2022,08/06/2022,97,76.47,7417.59,38.98
ART00227,CLI044,LE001,SO6210247,29/02/2024,,433,84.41,36549.53,30.83
ART00200,CLI002,LE003,SO1660482,29/10/2024,12/11/2024,278,6648.22,1848205.16,8.2
ART00055,CLI068,LE001,SO7056432,15/04/2021,26/04/2021,470,406.73,191163.1,38.18
ART00249,CLI068,LE001,SO7613500,12/06/2021,17/07/2021,304,832.12,252964.48,35.49
ART00702,CLI087,LE002,SO9846425,05/01/2023,11/01/2023,283,39.31,11124.73,41.49
ART00628,CLI004,LE001,SO5630109,05/09/2022,09/09/2022,342,19.59,6699.78,29.61
ART00607,CLI019,LE002,SO7934750,05/01/2024,19/02/2024,384,280.99,107900.16,45.33
ART00441,CLI004,LE001,SO6307512,19/10/2024,27/10/2024,378,4197.07,1586492.46,45.98
ART00938,CLI090,LE001,SO8915988,13/09/2024,28/10/2024,26,284.13,7387.38,47.05
ART00205,CLI036,LE002,SO3063565,25/07/2021,,148,11.86,1755.28,32.8
ART00953,CLI088,LE001,SO7484161,30/10/2024,29/11/2024,359,8059.75,2893450.25,34.99
ART00119,CLI087,LE002,SO6339788,06/09/2024,20/10/2024,8,481.39,3851.12,29.67
ART00326,CLI023,LE002,SO8694589,03/11/2022,11/11/2022,488,15268.81,7451179.28,51.5
ART00412,CLI025,LE003,SO1035890,06/11/2023,21/11/2023,290,87.17,25279.3,42.34
ART00177,CLI003,LE003,SO2839289,14/04/2023,15/05/2023,160,313.14,50102.4,46.72
ART00934,CLI076,LE001,SO9935330,24/04/2023,03/05/2023,221,140.7,31094.7,40.92
ART00064,CLI073,LE003,SO1937884,04/05/2023,05/05/2023,12,12912.58,154950.96,40.68
ART00657,CLI040,LE003,SO3934549,14/06/2021,22/06/2021,233,58.74,13686.42,48.08
ART00720,CLI098,LE002,SO7899275,13/03/2024,14/03/2024,272,227.8,61961.6,49.64
ART00352,CLI003,LE003,SO1255645,04/12/2024,17/12/2024,56,737.09,41277.04,30.83
ART00383,CLI013,LE001,SO1463721,01/10/2021,13/11/2021,228,198.87,45342.36,36.8
ART00074,CLI020,LE003,SO6688092,28/05/2022,10/07/2022,281,57.62,16191.22,44.24
ART00506,CLI022,LE003,SO6897028,21/10/2022,,246,23.19,5704.74,38.59
ART00869,CLI021,LE003,SO4877556,06/09/2021,09/10/2021,349,281.12,98110.88,41.69
ART00168,CLI054,LE002,SO7563092,22/08/2021,06/09/2021,473,246.88,116774.24,50.99
ART00344,CLI096,LE003,SO7891321,12/08/2021,01/09/2021,129,123.62,15946.98,38.29
ART00962,CLI001,LE002,SO6801912,27/06/2023,26/07/2023,88,367.49,32339.12,46.91
ART00595,CLI086,LE001,SO9015864,18/12/2024,08/01/2025,108,602.78,65100.24,38.61
ART00855,CLI010,LE002,SO3452190,27/01/2023,26/02/2023,208,8259.93,1718065.44,44.25
ART00327,CLI098,LE002,SO7389127,08/10/2023,16/11/2023,217,173.21,37586.57,54.13
ART00296,CLI066,LE001,SO8833298,04/07/2022,29/07/2022,49,260.73,12775.77,41.79
ART00467,CLI009,LE003,SO9596379,28/05/2022,29/05/2022,500,64.43,32215,41.11
ART00356,CLI068,LE001,SO8115619,23/01/2022,02/02/2022,220,19.74,4342.8,49.65
ART00375,CLI029,LE003,SO8001485,08/06/2023,03/07/2023,159,8023.8,1275784.2,16.97
ART00341,CLI058,LE003,SO4631644,15/07/2024,14/08/2024,122,4.73,577.06,39.96
ART00591,CLI088,LE001,SO3124347,10/02/2024,13/03/2024,349,1171.23,408759.27,45.36
ART00310,CLI032,LE003,SO7101790,03/07/2023,09/07/2023,493,317.35,156453.55,48.16
ART00886,CLI039,LE003,SO3411748,28/01/2021,09/02/2021,437,121.52,53104.24,34.49
ART00727,CLI040,LE003,SO6951043,05/02/2022,08/02/2022,51,42.13,2148.63,38.33
ART00578,CLI029,LE003,SO7159165,09/06/2023,11/07/2023,244,762.3,186001.2,5.19
ART00063,CLI085,LE003,SO8066836,12/04/2022,21/05/2022,423,283.91,120093.93,44.09
ART00046,CLI009,LE003,SO7491610,09/02/2024,19/02/2024,438,37.87,16587.06,29.87
ART00451,CLI055,LE001,SO8022721,14/10/2024,,462,165.23,76336.26,33.54
ART00534,CLI100,LE001,SO8235352,10/03/2021,17/03/2021,429,53.26,22848.54,55.44
ART00308,CLI055,LE001,SO4546827,03/01/2021,11/01/2021,444,208.57,92605.08,33.73
ART00976,CLI016,LE003,SO5200416,07/07/2024,21/08/2024,147,70.23,10323.81,55.15
ART00530,CLI056,LE001,SO1308133,19/05/2024,22/05/2024,226,2671.51,603761.26,33.28
ART00190,CLI064,LE003,SO7766199,09/09/2022,04/10/2022,62,1253.13,77694.06,46.24
ART00319,CLI006,LE002,SO7194510,05/07/2021,28/07/2021,161,296.52,47739.72,50.45
ART00610,CLI070,LE001,SO7463745,17/02/2024,27/02/2024,130,145.89,18965.7,46.6
ART00697,CLI006,LE002,SO9192190,11/04/2022,19/05/2022,11,10009.11,110100.21,31.65
ART00981,CLI013,LE001,SO1985432,22/01/2021,15/02/2021,170,54.62,9285.4,8.9
ART00889,CLI028,LE002,SO1533795,17/12/2024,09/01/2025,249,2305.68,574114.32,35.54
ART00646,CLI026,LE002,SO1407789,10/02/2024,14/03/2024,193,365.45,70531.85,22.27
ART00373,CLI085,LE003,SO3669461,24/05/2022,01/06/2022,471,364.73,171787.83,52.08
ART00783,CLI073,LE003,SO6704250,22/02/2024,15/03/2024,274,125.41,34362.34,27.21
ART00001,CLI044,LE001,SO4491268,11/11/2024,17/12/2024,222,383.81,85205.82,48.02
ART00042,CLI057,LE002,SO9135594,24/04/2021,15/05/2021,23,586.65,13492.95,35.82
ART00169,CLI081,LE001,SO7537807,03/12/2022,10/12/2022,286,507.54,145156.44,41.13
ART00158,CLI051,LE002,SO8171675,02/08/2023,25/08/2023,325,14.92,4849,28.95
ART00921,CLI075,LE001,SO8061028,05/10/2021,14/11/2021,207,283.27,58636.89,26.42
ART00231,CLI090,LE001,SO7210358,03/02/2023,01/03/2023,422,1148.8,484793.6,47.17
ART00716,CLI081,LE001,SO8126976,06/01/2024,28/01/2024,383,60.97,23351.51,46.97
ART00456,CLI073,LE003,SO7227873,06/10/2024,13/11/2024,181,3151.74,570464.94,37.89
ART00489,CLI022,LE003,SO5719417,13/03/2022,29/03/2022,297,98.95,29388.15,35.78
ART00763,CLI047,LE001,SO7288148,14/10/2024,30/10/2024,325,9.04,2938,30.64
ART00468,CLI079,LE001,SO7858863,26/12/2022,16/01/2023,460,79.3,36478,50.5
ART00004,CLI004,LE001,SO3747022,02/11/2024,16/12/2024,396,894.04,354039.84,33.3
ART00080,CLI038,LE001,SO3363214,23/04/2023,07/06/2023,449,324.5,145700.5,18.25
ART00652,CLI021,LE003,SO3825012,04/05/2021,15/06/2021,162,545.92,88439.04,18.36
ART00621,CLI050,LE003,SO4943577,02/12/2022,06/12/2022,410,2218.6,909626,34.13
ART00677,CLI085,LE003,SO1710511,11/08/2021,21/08/2021,247,1909.27,471589.69,48.94
ART00572,CLI043,LE002,SO1171814,28/11/2021,07/12/2021,336,492.88,165607.68,36.52
ART00189,CLI081,LE001,SO6575123,16/12/2023,,392,286.08,112143.36,44.49
ART00940,CLI079,LE001,SO9048287,17/05/2021,18/05/2021,496,5477.94,2717058.24,34.05
ART00566,CLI070,LE001,SO2305907,10/02/2023,15/03/2023,10,241.65,2416.5,18.53
ART00017,CLI027,LE003,SO1456524,17/03/2021,,159,51.98,8264.82,42.75
ART00292,CLI015,LE001,SO5399779,18/11/2023,,6,34.13,204.78,23.97
ART00623,CLI026,LE002,SO6163697,20/02/2023,06/04/2023,236,978.46,230916.56,17.99
ART00878,CLI078,LE003,SO8718981,06/12/2023,18/01/2024,288,16.05,4622.4,34.08
ART00127,CLI047,LE001,SO3678670,24/09/2024,17/10/2024,120,264.78,31773.6,20.52
ART00303,CLI090,LE001,SO7180411,08/05/2021,21/06/2021,455,15.23,6929.65,43.73
ART00245,CLI016,LE003,SO8713895,17/08/2022,13/09/2022,493,638.31,314686.83,22.39
ART00449,CLI078,LE003,SO8420136,09/03/2022,,207,999.03,206799.21,45.05
ART00088,CLI096,LE003,SO6972374,16/11/2022,,235,92.7,21784.5,38.43
ART00418,CLI033,LE001,SO2326656,07/04/2022,23/04/2022,375,682.25,255843.75,22.91
ART00896,CLI063,LE001,SO3321852,18/10/2023,,5,72.62,363.1,15.16
ART00951,CLI047,LE001,SO1199785,14/11/2024,26/12/2024,329,109.14,35907.06,16.47
ART00005,CLI098,LE002,SO4562511,20/11/2023,27/12/2023,210,36.73,7713.3,24.69
ART00813,CLI092,LE003,SO7052852,13/03/2024,28/03/2024,227,71.7,16275.9,20.91
ART00078,CLI046,LE002,SO7654484,18/04/2021,30/05/2021,418,6926.16,2895134.88,38.38
ART00795,CLI063,LE001,SO8291129,18/08/2021,,295,38.1,11239.5,33.99
ART00069,CLI043,LE002,SO6981477,02/05/2024,06/06/2024,169,378.81,64018.89,12.16
ART00845,CLI085,LE003,SO5770818,04/09/2022,09/10/2022,430,984.16,423188.8,40.87
ART00060,CLI085,LE003,SO8215859,21/01/2022,03/02/2022,69,1040.8,71815.2,25.93
ART00291,CLI033,LE001,SO6834449,15/05/2022,26/05/2022,301,155.04,46667.04,37.22
ART00258,CLI050,LE003,SO7759068,13/10/2021,27/11/2021,31,50.5,1565.5,40.61
ART00699,CLI023,LE002,SO8578042,19/11/2024,26/11/2024,400,549.68,219872,29.73
ART00146,CLI015,LE001,SO5489158,07/09/2023,27/09/2023,364,859.72,312938.08,41.32
ART00486,CLI064,LE003,SO5727371,28/01/2022,16/02/2022,491,729.58,358223.78,15.89
ART00447,CLI054,LE002,SO1840480,11/03/2021,25/03/2021,293,209.9,61500.7,18.28
ART00563,CLI073,LE003,SO7807072,18/04/2024,30/04/2024,82,95.43,7825.26,39.59
ART00085,CLI039,LE003,SO1762034,26/12/2021,31/01/2022,60,129.53,7771.8,36.02
ART00833,CLI049,LE003,SO5837418,18/10/2022,,15,594.4,8916,48.77
ART00769,CLI028,LE002,SO9515897,28/10/2023,25/11/2023,101,57.89,5846.89,48.26
ART00763,CLI079,LE001,SO4490930,06/12/2022,10/12/2022,251,9.29,2331.79,32.51
ART00505,CLI012,LE001,SO6482055,17/05/2021,24/05/2021,307,733.81,225279.67,15.79
ART00148,CLI023,LE002,SO6503561,05/11/2022,,396,714.72,283029.12,55.28
ART00296,CLI072,LE001,SO7900898,29/04/2023,02/05/2023,293,311.94,91398.42,51.35
ART00936,CLI019,LE002,SO7838139,22/05/2023,25/06/2023,198,2374.13,470077.74,30.21
ART00587,CLI007,LE001,SO8676019,08/12/2022,20/01/2023,114,132.86,15146.04,21.87
ART00633,CLI081,LE001,SO7562874,23/02/2023,09/04/2023,304,26.23,7973.92,27.6
ART00716,CLI064,LE003,SO7065539,10/09/2022,23/09/2022,315,49.99,15746.85,35.33
ART00971,CLI093,LE001,SO4890230,23/09/2022,30/10/2022,310,108.08,33504.8,37.82
ART00172,CLI064,LE003,SO8614459,11/03/2021,,143,2501.3,357685.9,42.39
ART00872,CLI031,LE001,SO8053753,14/06/2024,26/07/2024,371,293.84,109014.64,40.12
ART00135,CLI041,LE001,SO2358237,29/08/2021,14/09/2021,19,567.55,10783.45,36.13
ART00725,CLI056,LE001,SO4608712,09/12/2024,12/01/2025,467,802.52,374776.84,37.46
ART00106,CLI062,LE001,SO8354640,19/03/2024,31/03/2024,62,460.8,28569.6,28.21
ART00660,CLI049,LE003,SO9082400,13/03/2022,17/04/2022,70,19.5,1365,41.38
ART00758,CLI078,LE003,SO8542685,05/03/2021,14/04/2021,150,22.29,3343.5,10.72
ART00373,CLI001,LE002,SO4111769,06/12/2024,17/01/2025,54,362.22,19559.88,51.75
ART00715,CLI044,LE001,SO1465246,04/12/2024,17/12/2024,339,224.45,76088.55,20.7
ART00283,CLI029,LE003,SO6776897,21/05/2024,14/06/2024,120,17.91,2149.2,7.87
ART00843,CLI035,LE003,SO2427067,20/02/2024,17/03/2024,278,610.49,169716.22,42.87
ART00373,CLI037,LE003,SO8787954,27/04/2021,20/05/2021,270,302.92,81788.4,42.3
ART00036,CLI070,LE001,SO5989974,11/01/2023,30/01/2023,458,259.11,118672.38,34.44
ART00619,CLI011,LE003,SO8033015,08/05/2022,13/06/2022,4,9.05,36.2,24.31
ART00499,CLI088,LE001,SO5671097,30/01/2023,24/02/2023,27,15.27,412.29,30.06
ART00576,CLI072,LE001,SO5325253,21/12/2023,05/01/2024,16,114.73,1835.68,34.44
ART00906,CLI090,LE001,SO4233583,16/11/2023,19/11/2023,17,8475.06,144076.02,48.53
ART00570,CLI052,LE001,SO4070034,28/11/2024,30/12/2024,33,528.3,17433.9,33.55
ART00641,CLI061,LE003,SO1804490,02/09/2022,17/10/2022,61,1939.09,118284.49,41.65
ART00875,CLI055,LE001,SO6992958,01/10/2023,07/11/2023,291,2284.4,664760.4,21.4
ART00777,CLI019,LE002,SO9057060,02/11/2023,07/11/2023,475,689.77,327640.75,24.28
ART00838,CLI024,LE003,SO3598245,29/12/2021,14/01/2022,382,11313.06,4321588.92,38.33
ART00072,CLI054,LE002,SO8927386,18/03/2022,26/03/2022,157,8504.84,1335259.88,46.3
ART00695,CLI035,LE003,SO1639056,12/04/2023,23/04/2023,30,7.08,212.4,19.07
ART00307,CLI094,LE003,SO1923292,04/07/2023,24/07/2023,453,131.04,59361.12,18.16
ART00996,CLI065,LE003,SO5987736,20/11/2024,01/12/2024,486,291.53,141683.58,52.49
ART00188,CLI031,LE001,SO9649879,13/01/2024,26/02/2024,132,6885.8,908925.6,39.82
ART00524,CLI035,LE003,SO8669297,17/03/2024,27/03/2024,309,48.1,14862.9,38.71
ART00351,CLI060,LE001,SO3790405,04/08/2023,13/08/2023,292,52.91,15449.72,41.96
ART00603,CLI097,LE001,SO2959638,10/12/2024,04/01/2025,435,1367.18,594723.3,20.24
ART00533,CLI087,LE002,SO3541557,03/11/2023,16/11/2023,469,51.8,24294.2,23.22
ART00698,CLI020,LE003,SO9391974,08/08/2021,,34,200.92,6831.28,23.35
ART00110,CLI055,LE001,SO6459321,13/12/2022,25/01/2023,218,190.69,41570.42,18.21
ART00506,CLI058,LE003,SO1846800,02/12/2024,,110,23.14,2545.4,38.46
ART00359,CLI056,LE001,SO1193867,23/03/2024,,452,307.06,138791.12,35.5
